I
1130 Generated by WorldEditor 2.0.0r4

1   1482 1 0 EDDM Muenchen Franz-Josef-Strauss
1302 city Munich
111  48.35926312  011.77914538
111  48.35989028  011.78720932
111  48.36045852  011.79459236
111  48.36050483  011.79518783
111  48.36049430  011.79553940
111  48.36042064  011.79562176
111  48.36036381  011.79565026
111  48.36037224  011.79578329
111  48.36046273  011.79583714
112  48.36042275  011.79627106  48.36041433  011.79645160
111  48.36044800  011.79680318
111  48.36088154  011.80241576
111  48.36210219  011.81811988
111  48.36258488  011.82466603
111  48.36270905  011.82528992
111  48.36365326  011.82886404
111  48.36365747  011.82902876
111  48.36370376  011.82910478
111  48.36383005  011.82962109
113  48.36401270  011.83063347
110 1 0.00 0.0000 New Taxiway 22
111  48.36353261  011.81941515
111  48.36356840  011.81941198
111  48.36297700  011.81187006
111  48.36247613  011.80530701
111  48.36190999  011.79803453
111  48.36159009  011.79380285
111  48.36093978  011.78530472
111  48.36034629  011.77758903
111  48.35979070  011.77052590
111  48.35975492  011.77052907
111  48.36028527  011.77729445
111  48.36155222  011.79371092
111  48.36230566  011.80344446
113  48.36303805  011.81306729
110 1 0.00 0.0000 south asphalt underlay
111  48.34818996  011.80078736
111  48.34760171  011.80192148
111  48.34717898  011.80137358
111  48.34627242  011.80151917
111  48.34632080  011.80213602
111  48.34528691  011.80233142
111  48.34507045  011.80218966
111  48.34491639  011.80190652
111  48.34119660  011.75367320
111  48.34131496  011.75329742
111  48.34154629  011.75304360
111  48.34252030  011.75287089
111  48.34257596  011.75350938
111  48.34347865  011.75336545
111  48.34384392  011.75294938
111  48.34396045  011.75285779
111  48.34456573  011.75355125
111  48.34478315  011.75337592
112  48.34486490  011.75310900  48.34490142  011.75302788
111  48.34498317  011.75301480
111  48.34520406  011.75298339
111  48.34508752  011.75121439
111  48.34479531  011.75126672
112  48.34469791  011.75121177  48.34464921  011.75115944
111  48.34460747  011.75103121
111  48.34375445  011.74887860
111  48.34354458  011.74876831
111  48.34320102  011.74838119
111  48.34377026  011.74826658
111  48.34389387  011.74805681
112  48.34406350  011.74805897  48.34409656  011.74806546
111  48.34414822  011.74815042
111  48.34409960  011.74696970
111  48.34391866  011.74674989
111  48.34367864  011.74677606
111  48.34359516  011.74574321
111  48.34357650  011.74574840
111  48.34350726  011.74576110
111  48.34335677  011.74579233
111  48.34331603  011.74523298
111  48.34265138  011.74535557
111  48.34287802  011.74837067
111  48.34238909  011.74846262
111  48.34239673  011.74864651
111  48.34171680  011.74922882
111  48.34095115  011.75062393
111  48.34087158  011.74961640
111  48.34024390  011.74971153
111  48.34457942  011.80595764
111  48.34523749  011.80583676
111  48.34513418  011.80453565
111  48.34517245  011.80453852
111  48.34633952  011.80598069
112  48.34638545  011.80606993  48.34640650  011.80613614
111  48.34640458  011.80622250
111  48.34646517  011.80621525
111  48.34685364  011.80638863
111  48.34718865  011.81074996
111  48.34772443  011.81066059
111  48.34843910  011.80932279
111  48.34840780  011.80895117
111  48.34877828  011.80889098
112  48.34884263  011.80894070  48.34887046  011.80897996
111  48.34886786  011.80908106
111  48.34903078  011.80871521
111  48.34892438  011.80876274
111  48.34722159  011.80905061
112  48.34715897  011.80901920  48.34711201  011.80898256
111  48.34711201  011.80895378
111  48.34699467  011.80742555
111  48.34704929  011.80736283
111  48.34718153  011.80733255
112  48.34724048  011.80728280  48.34726204  011.80725036
111  48.34726635  011.80718764
111  48.34723497  011.80675987
111  48.34695280  011.80682236
111  48.34691993  011.80638525
111  48.34726491  011.80651069
112  48.34739860  011.80660586  48.34751216  011.80669669
111  48.34754809  011.80690433
111  48.34758403  011.80689784
111  48.34777808  011.80596133
111  48.34821363  011.80588780
111  48.34837606  011.80795331
111  48.34822656  011.80835560
111  48.34824094  011.80860001
111  48.34836025  011.80858703
112  48.34871674  011.80843130  48.34886336  011.80830586
111  48.34891941  011.80817392
111  48.34916090  011.80767863
111  48.34913934  011.80736285
112  48.34950027  011.80729878  48.34952718  011.80729463
111  48.34958000  011.80738030
111  48.34955331  011.80701168
112  48.34949263  011.80718939  48.34944158  011.80719769
111  48.34939506  011.80718939
111  48.34932427  011.80641788
111  48.34928790  011.80639772
111  48.34924007  011.80578742
111  48.34930895  011.80566651
112  48.34937975  011.80566076  48.34941086  011.80565908
111  48.34945320  011.80572301
111  48.34943214  011.80545186
112  48.34936636  011.80555424  48.34934302  011.80555926
111  48.34929365  011.80556863
111  48.34910616  011.80552730
112  48.34892439  011.80537288  48.34884595  011.80527788
113  48.34876022  011.80504791
111  48.34643682  011.80366848
111  48.34617632  011.80372749
111  48.34584578  011.80367270
111  48.34559087  011.80352519
111  48.34532196  011.80320910
111  48.34531636  011.80312481
113  48.34638081  011.80296044
111  48.34675336  011.80511829
111  48.34670854  011.80552289
111  48.34639762  011.80567040
111  48.34592981  011.80505928
111  48.34588780  011.80458725
113  48.34668334  011.80446503
111  48.34250678  011.75008003
111  48.34259591  011.75006273
111  48.34264478  011.75062933
111  48.34175398  011.75078357
111  48.34173276  011.75050536
111  48.34201288  011.74998050
111  48.34235157  011.74969700
113  48.34247379  011.74968934
111  48.34303721  011.74997406
111  48.34306883  011.75035035
111  48.34296677  011.75048660
111  48.34282303  011.75059473
111  48.34268790  011.75062068
113  48.34264047  011.75005407
111  48.34246079  011.75205232
111  48.34147900  011.75222532
111  48.34145170  011.75180794
112  48.34179237  011.75140354  48.34196486  011.75125432
111  48.34218624  011.75121972
113  48.34238892  011.75118728
112  48.34292291  011.74768739  48.34293714  011.74764933
111  48.34298298  011.74763505
111  48.34337670  011.74757082
111  48.34338144  011.74761840
111  48.34313478  011.74767074
111  48.34316009  011.74795145
111  48.34343363  011.74788960
111  48.34341308  011.74756607
111  48.34358543  011.74753276
112  48.34363286  011.74756131  48.34365974  011.74758748
111  48.34366448  011.74763505
111  48.34367555  011.74788722
112  48.34365657  011.74796572  48.34364234  011.74799427
111  48.34361231  011.74802281
111  48.34299721  011.74813938
112  48.34295136  011.74810608  48.34292290  011.74807277
111  48.34291657  011.74803947
113  48.34289919  011.74778731
111  48.34922222  011.80618587
111  48.34914223  011.80620593
111  48.34911245  011.80578708
112  48.34915779  011.80573949  48.34916890  011.80572946
113  48.34918556  011.80574952
110 1 0.00 0.0000 New Taxiway 1
111  48.35741329  011.77908177
111  48.35742120  011.77920733
111  48.35733326  011.77922134
111  48.35738798  011.77993759
111  48.35728203  011.77995910
111  48.35729550  011.78011598
111  48.35559636  011.78041360
111  48.35559867  011.78032629
111  48.35553932  011.78029781
111  48.35547656  011.77953612
111  48.35507841  011.77960123
111  48.35514333  011.78042325
111  48.35521622  011.78107979
111  48.35565165  011.78102250
111  48.35736552  011.78071895
111  48.35789277  011.78068538
111  48.35779737  011.77999596
113  48.35772199  011.77902712
130 Airport Boundary
111  48.36425431  011.75240407
111  48.35738527  011.75388294
111  48.35888514  011.77493154
111  48.35249568  011.77571578
111  48.34987067  011.74400047
111  48.34268512  011.74106168
111  48.34247298  011.73912869
111  48.34095297  011.73632630
111  48.33739608  011.73702422
111  48.33681207  011.73826058
111  48.33757229  011.74753408
111  48.34308162  011.81786861
111  48.34405957  011.81936704
111  48.34721089  011.81894309
111  48.34841703  011.81667202
111  48.34805705  011.81090278
111  48.34986117  011.80755740
111  48.36097049  011.80578000
111  48.36242168  011.82460641
111  48.36451240  011.83434099
111  48.36758997  011.83585237
111  48.36943113  011.83537059
111  48.37059069  011.83334404
113  48.37006824  011.82767652
120 Tank marking
111  48.35715052  011.79952574 32
111  48.35713646  011.79952815 32
111  48.35713857  011.79955598 32
113  48.35715263  011.79955356 32
120 Tank marking
111  48.35676853  011.79959524 32
111  48.35675446  011.79959765 32
111  48.35675657  011.79962547 32
113  48.35677063  011.79962306 32
120 Tank marking
111  48.35686851  011.79957635 32
111  48.35685445  011.79957876 32
111  48.35685655  011.79960658 32
113  48.35687061  011.79960417 32
120 Tank marking
111  48.35648875  011.79964449 32
111  48.35647469  011.79964690 32
111  48.35647680  011.79967473 32
113  48.35649086  011.79967232 32
120 Tank marking
111  48.35638877  011.79966271 32
111  48.35637471  011.79966512 32
111  48.35637682  011.79969294 32
113  48.35639088  011.79969053 32
120 Tank marking
111  48.35610900  011.79971062 32
111  48.35609494  011.79971303 32
111  48.35609704  011.79974085 32
113  48.35611111  011.79973844 32
120 Tank marking
111  48.35601574  011.79987457 32
111  48.35600168  011.79987698 32
111  48.35600379  011.79990481 32
113  48.35601785  011.79990239 32
120 Tank marking
111  48.35574225  011.79992518 32
111  48.35572819  011.79992759 32
111  48.35573029  011.79995541 32
113  48.35574435  011.79995300 32
120 Tank marking
111  48.35564182  011.79994205 32
111  48.35562776  011.79994446 32
111  48.35562986  011.79997228 32
113  48.35564392  011.79996987 32
120 Tank marking
111  48.35536160  011.79999130 32
111  48.35534754  011.79999371 32
111  48.35534964  011.80002153 32
113  48.35536370  011.80001912 32
120 Tank marking
111  48.35522261  011.80001491 32
111  48.35520855  011.80001733 32
111  48.35521065  011.80004515 32
113  48.35522471  011.80004273 32
120 Tank marking
111  48.35494104  011.80006417 32
111  48.35492698  011.80006658 32
111  48.35492909  011.80009440 32
113  48.35494315  011.80009199 32
120 Tank marking
111  48.35479667  011.80008576 32
111  48.35478261  011.80008817 32
111  48.35478472  011.80011599 32
113  48.35479878  011.80011358 32
120 Tank marking
111  48.35451600  011.80013771 32
111  48.35450194  011.80014012 32
111  48.35450405  011.80016794 32
113  48.35451811  011.80016553 32
120 Tank marking
111  48.35437567  011.80016065 32
111  48.35436161  011.80016306 32
111  48.35436372  011.80019088 32
113  48.35437778  011.80018847 32
120 Tank marking
111  48.35409590  011.80021058 32
111  48.35408184  011.80021299 32
111  48.35408394  011.80024081 32
113  48.35409800  011.80023840 32
120 Tank marking
111  48.35394615  011.80008441 32
111  48.35393209  011.80008682 32
111  48.35393419  011.80011464 32
113  48.35394825  011.80011223 32
120 Tank marking
111  48.35366467  011.80013442 32
111  48.35365061  011.80013683 32
111  48.35365272  011.80016465 32
113  48.35366678  011.80016224 32
120 Tank marking
111  48.35340590  011.80016123 32
111  48.35339184  011.80016364 32
111  48.35339395  011.80019146 32
113  48.35340801  011.80018905 32
120 Tank marking
111  48.35307198  011.80021020 32
111  48.35305792  011.80021261 32
111  48.35306003  011.80024043 32
113  48.35307409  011.80023802 32
120 Tank marking
111  48.35288217  011.80026965 32
111  48.35286811  011.80027207 32
111  48.35287022  011.80029988 32
113  48.35288428  011.80029747 32
120 Tank marking
111  48.35266782  011.79998208 32
111  48.35265376  011.79998449 32
111  48.35265587  011.80001231 32
113  48.35266993  011.80000990 32
120 Tank marking
111  48.35250125  011.80001317 32
111  48.35248719  011.80001558 32
111  48.35248929  011.80004340 32
113  48.35250336  011.80004099 32
120 Tank marking
111  48.35109466  011.79180803 32
111  48.35108060  011.79181044 32
111  48.35108271  011.79183826 32
113  48.35109677  011.79183585 32
120 Tank marking
111  48.35106947  011.79181267 32
111  48.35105541  011.79181508 32
111  48.35105752  011.79184290 32
113  48.35107158  011.79184049 32
120 Tank marking
111  48.35085564  011.79184980 32
111  48.35084158  011.79185221 32
111  48.35084368  011.79188003 32
113  48.35085774  011.79187762 32
120 Tank marking
111  48.35074101  011.79186991 32
111  48.35072695  011.79187232 32
111  48.35072905  011.79190014 32
113  48.35074312  011.79189773 32
120 Tank marking
111  48.35052923  011.79190781 32
111  48.35051517  011.79191022 32
111  48.35051727  011.79193804 32
113  48.35053133  011.79193563 32
120 Tank marking
111  48.35041460  011.79192715 32
111  48.35040054  011.79192956 32
111  48.35040265  011.79195738 32
113  48.35041671  011.79195497 32
120 Tank marking
111  48.35020282  011.79196273 32
111  48.35018876  011.79196514 32
111  48.35019087  011.79199296 32
113  48.35020493  011.79199055 32
120 Tank marking
111  48.35008922  011.79198516 32
111  48.35007516  011.79198757 32
111  48.35007727  011.79201538 32
113  48.35009133  011.79201298 32
120 Tank marking
111  48.34915670  011.77976432 32
111  48.34914264  011.77976673 32
111  48.34914474  011.77979455 32
113  48.34915881  011.77979214 32
120 Tank marking
111  48.34946099  011.77971338 32
111  48.34944693  011.77971579 32
111  48.34944903  011.77974361 32
113  48.34946309  011.77974120 32
120 Tank marking
111  48.34958356  011.77968823 32
111  48.34956950  011.77969064 32
111  48.34957160  011.77971846 32
113  48.34958566  011.77971605 32
120 Tank marking
111  48.34988999  011.77963535 32
111  48.34987593  011.77963776 32
111  48.34987804  011.77966558 32
113  48.34989210  011.77966317 32
120 Tank marking
111  48.35007256  011.77960568 32
111  48.35005850  011.77960809 32
111  48.35006061  011.77963591 32
113  48.35007467  011.77963350 32
120 Tank marking
111  48.35037514  011.77955409 32
111  48.35036107  011.77955650 32
111  48.35036318  011.77958432 32
113  48.35037724  011.77958191 32
120 Tank marking
111  48.35056071  011.77951863 32
111  48.35054665  011.77952104 32
111  48.35054875  011.77954885 32
113  48.35056281  011.77954644 32
120 Tank marking
111  48.35086371  011.77946703 32
111  48.35084965  011.77946944 32
111  48.35085176  011.77949726 32
113  48.35086582  011.77949485 32
120 Tank marking
111  48.35729876  011.77834281 32
111  48.35728470  011.77834522 32
111  48.35728680  011.77837304 32
113  48.35730086  011.77837063 32
120 Tank marking
111  48.35699512  011.77839946 32
111  48.35698106  011.77840188 32
111  48.35698317  011.77842970 32
113  48.35699723  011.77842729 32
120 Tank marking
111  48.35681368  011.77843011 32
111  48.35679962  011.77843252 32
111  48.35680173  011.77846034 32
113  48.35681579  011.77845794 32
120 Tank marking
111  48.35651128  011.77848398 32
111  48.35649722  011.77848639 32
111  48.35649932  011.77851421 32
113  48.35651339  011.77851180 32
120 Tank marking
111  48.35632737  011.77851091 32
111  48.35631331  011.77851332 32
111  48.35631541  011.77854115 32
113  48.35632948  011.77853874 32
120 Tank marking
111  48.35602188  011.77856292 32
111  48.35600782  011.77856533 32
111  48.35600993  011.77859315 32
113  48.35602399  011.77859074 32
120 Tank marking
111  48.35584414  011.77859914 32
111  48.35583008  011.77860155 32
111  48.35583219  011.77862938 32
113  48.35584625  011.77862696 32
120 Tank marking
111  48.35553619  011.77865022 32
111  48.35552213  011.77865263 32
111  48.35552423  011.77868046 32
113  48.35553829  011.77867804 32
120 Tank marking
111  48.35439705  011.77884498 32
111  48.35438299  011.77884739 32
111  48.35438509  011.77887521 32
113  48.35439916  011.77887280 32
120 Tank marking
111  48.35413752  011.77888932 32
111  48.35412346  011.77889172 32
111  48.35412557  011.77891955 32
113  48.35413963  011.77891714 32
120 Tank marking
111  48.35262392  011.77915270 32
111  48.35260985  011.77915511 32
111  48.35261196  011.77918293 32
113  48.35262602  011.77918052 32
120 Tank marking
111  48.35236533  011.77920006 32
111  48.35235127  011.77920247 32
111  48.35235338  011.77923029 32
113  48.35236744  011.77922788 32
120 Tank marking
111  48.35128600  011.77938909 32
111  48.35127194  011.77939150 32
111  48.35127405  011.77941932 32
113  48.35128811  011.77941691 32
120 Tank marking
111  48.35097948  011.77944016 32
111  48.35096542  011.77944257 32
111  48.35096753  011.77947039 32
113  48.35098159  011.77946798 32
120 Tank marking
111  48.35133707  011.77720083 32
111  48.35132300  011.77720324 32
111  48.35132511  011.77723105 32
113  48.35133917  011.77722864 32
120 Tank marking
111  48.35159627  011.77715671 32
111  48.35158221  011.77715912 32
111  48.35158431  011.77718694 32
113  48.35159837  011.77718453 32
120 Tank marking
111  48.35166313  011.77714511 32
111  48.35164906  011.77714752 32
111  48.35165117  011.77717534 32
113  48.35166523  011.77717293 32
120 Tank marking
111  48.35196861  011.77709326 32
111  48.35195455  011.77709567 32
111  48.35195666  011.77712349 32
113  48.35197072  011.77712108 32
120 Tank marking
111  48.35209153  011.77707391 32
111  48.35207747  011.77707632 32
111  48.35207957  011.77710414 32
113  48.35209364  011.77710173 32
120 Tank marking
111  48.35239599  011.77702206 32
111  48.35238193  011.77702447 32
111  48.35238403  011.77705229 32
113  48.35239809  011.77704988 32
120 Tank marking
111  48.35258165  011.77699188 32
111  48.35256758  011.77699429 32
111  48.35256969  011.77702211 32
113  48.35258375  011.77701970 32
120 Tank marking
111  48.35285955  011.77693732 32
111  48.35284548  011.77693973 32
111  48.35284759  011.77696755 32
113  48.35286165  011.77696513 32
120 Tank marking
111  48.35305044  011.77690362 32
111  48.35303638  011.77690603 32
111  48.35303848  011.77693385 32
113  48.35305254  011.77693144 32
120 Tank marking
111  48.35331491  011.77685868 32
111  48.35330085  011.77686109 32
111  48.35330296  011.77688891 32
113  48.35331702  011.77688650 32
120 Tank marking
111  48.35354206  011.77682017 32
111  48.35352800  011.77682258 32
111  48.35353011  011.77685040 32
113  48.35354417  011.77684799 32
120 Tank marking
111  48.35384652  011.77676445 32
111  48.35383246  011.77676686 32
111  48.35383457  011.77679468 32
113  48.35384863  011.77679227 32
120 Tank marking
111  48.35402909  011.77673427 32
111  48.35401503  011.77673668 32
111  48.35401714  011.77676450 32
113  48.35403120  011.77676209 32
120 Tank marking
111  48.35433304  011.77668241 32
111  48.35431898  011.77668482 32
111  48.35432108  011.77671264 32
113  48.35433514  011.77671023 32
120 Tank marking
111  48.35445768  011.77665823 32
111  48.35444362  011.77666064 32
111  48.35444573  011.77668846 32
113  48.35445979  011.77668605 32
120 Tank marking
111  48.35476304  011.77660287 32
111  48.35474898  011.77660528 32
111  48.35475108  011.77663310 32
113  48.35476515  011.77663069 32
120 Tank marking
111  48.35482804  011.77659427 32
111  48.35481398  011.77659668 32
111  48.35481609  011.77662450 32
113  48.35483015  011.77662209 32
120 Tank marking
111  48.35826655  011.78215452 32
111  48.35825249  011.78215693 32
111  48.35825459  011.78218475 32
113  48.35826865  011.78218234 32
120 Tank marking
111  48.35796612  011.78220998 32
111  48.35795205  011.78221239 32
111  48.35795416  011.78224022 32
113  48.35796822  011.78223781 32
120 Tank marking
111  48.35778397  011.78224352 32
111  48.35776991  011.78224593 32
111  48.35777202  011.78227376 32
113  48.35778608  011.78227134 32
120 Tank marking
111  48.35748097  011.78229641 32
111  48.35746691  011.78229882 32
111  48.35746902  011.78232664 32
113  48.35748308  011.78232423 32
120 Tank marking
111  48.35729829  011.78232892 32
111  48.35728423  011.78233133 32
111  48.35728634  011.78235915 32
113  48.35730040  011.78235674 32
120 Tank marking
111  48.35699466  011.78238000 32
111  48.35698060  011.78238241 32
111  48.35698270  011.78241023 32
113  48.35699676  011.78240782 32
120 Tank marking
111  48.35681445  011.78241343 32
111  48.35680039  011.78241584 32
111  48.35680250  011.78244367 32
113  48.35681656  011.78244125 32
120 Tank marking
111  48.35650958  011.78246359 32
111  48.35649552  011.78246600 32
111  48.35649763  011.78249382 32
113  48.35651169  011.78249141 32
120 Tank marking
111  48.35632567  011.78249423 32
111  48.35631161  011.78249664 32
111  48.35631372  011.78252447 32
113  48.35632778  011.78252205 32
120 Tank marking
111  48.35602203  011.78254996 32
111  48.35600797  011.78255237 32
111  48.35601008  011.78258019 32
113  48.35602414  011.78257778 32
120 Tank marking
111  48.35535675  011.78266698 32
111  48.35534269  011.78266939 32
111  48.35534480  011.78269721 32
113  48.35535886  011.78269480 32
120 Tank marking
111  48.35505126  011.78272084 32
111  48.35503720  011.78272325 32
111  48.35503931  011.78275107 32
113  48.35505337  011.78274866 32
120 Tank marking
111  48.35486982  011.78274870 32
111  48.35485576  011.78275111 32
111  48.35485787  011.78277893 32
113  48.35487193  011.78277652 32
120 Tank marking
111  48.35456433  011.78280443 32
111  48.35455027  011.78280684 32
111  48.35455238  011.78283466 32
113  48.35456644  011.78283225 32
120 Tank marking
111  48.35438474  011.78283414 32
111  48.35437068  011.78283655 32
111  48.35437279  011.78286437 32
113  48.35438685  011.78286196 32
120 Tank marking
111  48.35407926  011.78288600 32
111  48.35406519  011.78288841 32
111  48.35406730  011.78291623 32
113  48.35408136  011.78291382 32
120 Tank marking
111  48.35389823  011.78291695 32
111  48.35388416  011.78291936 32
111  48.35388627  011.78294718 32
113  48.35390033  011.78294477 32
120 Tank marking
111  48.35359582  011.78297035 32
111  48.35358176  011.78297276 32
111  48.35358387  011.78300058 32
113  48.35359793  011.78299817 32
120 Tank marking
111  48.35341531  011.78300053 32
111  48.35340125  011.78300295 32
111  48.35340335  011.78303076 32
113  48.35341742  011.78302836 32
120 Tank marking
111  48.35327285  011.78302298 32
111  48.35325879  011.78302539 32
111  48.35326090  011.78305321 32
113  48.35327496  011.78305080 32
120 Tank marking
111  48.35311342  011.78305239 32
111  48.35309936  011.78305480 32
111  48.35310147  011.78308262 32
113  48.35311553  011.78308021 32
120 Tank marking
111  48.35293239  011.78308334 32
111  48.35291833  011.78308575 32
111  48.35292044  011.78311357 32
113  48.35293450  011.78311116 32
120 Tank marking
111  48.35255385  011.78315726 32
111  48.35253979  011.78315967 32
111  48.35254190  011.78318749 32
113  48.35255596  011.78318508 32
120 Tank marking
111  48.35214357  011.78322190 32
111  48.35212951  011.78322431 32
111  48.35213162  011.78325213 32
113  48.35214568  011.78324972 32
120 Tank marking
111  48.35147780  011.78333666 32
111  48.35146374  011.78333907 32
111  48.35146585  011.78336689 32
113  48.35147991  011.78336448 32
120 Tank marking
111  48.35117265  011.78338954 32
111  48.35115859  011.78339195 32
111  48.35116070  011.78341977 32
113  48.35117476  011.78341736 32
120 Tank marking
111  48.35105008  011.78341018 32
111  48.35103602  011.78341259 32
111  48.35103813  011.78344041 32
113  48.35105219  011.78343800 32
120 Tank marking
111  48.35074365  011.78346306 32
111  48.35072959  011.78346547 32
111  48.35073170  011.78349329 32
113  48.35074576  011.78349088 32
120 Tank marking
111  48.35031851  011.78353722 32
111  48.35030445  011.78353963 32
111  48.35030655  011.78356745 32
113  48.35032061  011.78356504 32
120 Tank marking
111  48.35013722  011.78356624 32
111  48.35012316  011.78356865 32
111  48.35012527  011.78359647 32
113  48.35013933  011.78359406 32
120 Tank marking
111  48.34983336  011.78362105 32
111  48.34981930  011.78362346 32
111  48.34982141  011.78365128 32
113  48.34983547  011.78364887 32
120 Tank marking
111  48.34965250  011.78365201 32
111  48.34963844  011.78365442 32
111  48.34964055  011.78368224 32
113  48.34965461  011.78367983 32
120 Tank marking
111  48.34934907  011.78370360 32
111  48.34933501  011.78370601 32
111  48.34933712  011.78373383 32
113  48.34935118  011.78373142 32
120 Tank marking
111  48.34916693  011.78373584 32
111  48.34915287  011.78373825 32
111  48.34915497  011.78376607 32
113  48.34916904  011.78376366 32
120 Tank marking
111  48.34886478  011.78378743 32
111  48.34885072  011.78378984 32
111  48.34885283  011.78381766 32
113  48.34886689  011.78381525 32
120 Tank marking
111  48.34876585  011.78379173 32
111  48.34875179  011.78379414 32
111  48.34875390  011.78382196 32
113  48.34876796  011.78381955 32
120 Tank marking
111  48.34855371  011.78383203 32
111  48.34853965  011.78383444 32
111  48.34854176  011.78386226 32
113  48.34855582  011.78385985 32
120 Tank marking
111  48.34987590  011.79202151 32
111  48.34986184  011.79202392 32
111  48.34986394  011.79205174 32
113  48.34987800  011.79204933 32
120 Tank marking
111  48.35003473  011.79389948 32
111  48.35002067  011.79390189 32
111  48.35002278  011.79392970 32
113  48.35003684  011.79392729 32
120 Tank marking
111  48.35031572  011.79385170 32
111  48.35030166  011.79385411 32
111  48.35030376  011.79388193 32
113  48.35031782  011.79387952 32
120 Tank marking
111  48.35038946  011.79383834 32
111  48.35037540  011.79384075 32
111  48.35037751  011.79386857 32
113  48.35039157  011.79386616 32
120 Tank marking
111  48.35044375  011.79382961 32
111  48.35042969  011.79383202 32
111  48.35043179  011.79385984 32
113  48.35044585  011.79385743 32
120 Tank marking
111  48.35051408  011.79381625 32
111  48.35050002  011.79381866 32
111  48.35050212  011.79384648 32
113  48.35051619  011.79384407 32
120 Tank marking
111  48.35072644  011.79377875 32
111  48.35071238  011.79378116 32
111  48.35071448  011.79380898 32
113  48.35072855  011.79380657 32
120 Tank marking
111  48.35079541  011.79376796 32
111  48.35078134  011.79377037 32
111  48.35078345  011.79379819 32
113  48.35079751  011.79379578 32
120 Tank marking
111  48.35085857  011.79375666 32
111  48.35084451  011.79375907 32
111  48.35084661  011.79378689 32
113  48.35086067  011.79378448 32
120 Tank marking
111  48.35120408  011.79369963 32
111  48.35119002  011.79370204 32
111  48.35119212  011.79372986 32
113  48.35120619  011.79372745 32
120 Tank marking
111  48.35127578  011.79368679 32
111  48.35126172  011.79368920 32
111  48.35126382  011.79371702 32
113  48.35127788  011.79371461 32
120 Tank marking
111  48.35148131  011.79365288 32
111  48.35146725  011.79365529 32
111  48.35146935  011.79368311 32
113  48.35148341  011.79368070 32
120 Tank marking
111  48.35154823  011.79364055 32
111  48.35153416  011.79364296 32
111  48.35153627  011.79367078 32
113  48.35155033  011.79366837 32
120 Tank marking
111  48.35176264  011.79360510 32
111  48.35174857  011.79360751 32
111  48.35175068  011.79363533 32
113  48.35176474  011.79363292 32
120 Tank marking
111  48.35182955  011.79359277 32
111  48.35181549  011.79359518 32
111  48.35181760  011.79362300 32
113  48.35183166  011.79362059 32
120 Tank marking
111  48.35189135  011.79358250 32
111  48.35187729  011.79358491 32
111  48.35187939  011.79361273 32
113  48.35189346  011.79361032 32
120 Tank marking
111  48.35195758  011.79356914 32
111  48.35194352  011.79357155 32
111  48.35194563  011.79359937 32
113  48.35195969  011.79359696 32
120 Tank marking
111  48.35217165  011.79353318 32
111  48.35215759  011.79353559 32
111  48.35215970  011.79356341 32
113  48.35217376  011.79356100 32
120 Tank marking
111  48.35223720  011.79352085 32
111  48.35222314  011.79352326 32
111  48.35222525  011.79355108 32
113  48.35223931  011.79354867 32
120 Tank marking
111  48.35244068  011.79348745 32
111  48.35242662  011.79348986 32
111  48.35242873  011.79351768 32
113  48.35244279  011.79351527 32
120 Tank marking
111  48.35272133  011.79343402 32
111  48.35270727  011.79343643 32
111  48.35270938  011.79346425 32
113  48.35272344  011.79346184 32
120 Tank marking
111  48.35285687  011.79340988 32
111  48.35284281  011.79341229 32
111  48.35284492  011.79344011 32
113  48.35285898  011.79343770 32
120 Tank marking
111  48.35292003  011.79339806 32
111  48.35290597  011.79340047 32
111  48.35290808  011.79342829 32
113  48.35292214  011.79342588 32
120 Tank marking
111  48.35320238  011.79335131 32
111  48.35318832  011.79335372 32
111  48.35319043  011.79338154 32
113  48.35320449  011.79337913 32
120 Tank marking
111  48.35333383  011.79332922 32
111  48.35331977  011.79333163 32
111  48.35332187  011.79335945 32
113  48.35333593  011.79335704 32
120 Tank marking
111  48.35340314  011.79331843 32
111  48.35338907  011.79332084 32
111  48.35339118  011.79334866 32
113  48.35340524  011.79334625 32
120 Tank marking
111  48.35361413  011.79328555 32
111  48.35360007  011.79328796 32
111  48.35360218  011.79331578 32
113  48.35361624  011.79331337 32
120 Tank marking
111  48.35368378  011.79327321 32
111  48.35366972  011.79327563 32
111  48.35367182  011.79330345 32
113  48.35368588  011.79330104 32
120 Tank marking
111  48.35377425  011.79325575 32
111  48.35376019  011.79325816 32
111  48.35376230  011.79328598 32
113  48.35377636  011.79328357 32
120 Tank marking
111  48.35395930  011.79322544 32
111  48.35394524  011.79322785 32
111  48.35394735  011.79325567 32
113  48.35396141  011.79325326 32
120 Tank marking
111  48.35423960  011.79316276 32
111  48.35422554  011.79316517 32
111  48.35422765  011.79319299 32
113  48.35424171  011.79319058 32
120 Tank marking
111  48.35437344  011.79314426 32
111  48.35435938  011.79314667 32
111  48.35436148  011.79317449 32
113  48.35437554  011.79317208 32
120 Tank marking
111  48.35443831  011.79313193 32
111  48.35442424  011.79313434 32
111  48.35442635  011.79316216 32
113  48.35444041  011.79315975 32
120 Tank marking
111  48.35465408  011.79309391 32
111  48.35464002  011.79309632 32
111  48.35464213  011.79312414 32
113  48.35465619  011.79312173 32
120 Tank marking
111  48.35472168  011.79308312 32
111  48.35470762  011.79308553 32
111  48.35470973  011.79311335 32
113  48.35472379  011.79311094 32
120 Tank marking
111  48.35478382  011.79307182 32
