I
1050 Generated by WorldEditor

1   1203 1 0 ETSI Ingolstadt-Manching
1302 city Manching
111  48.720973058  11.540597436 
111  48.720980623  11.540592870 
111  48.720988186  11.540588306 
111  48.720995749  11.540583741 
111  48.721003313  11.540579175 
111  48.721010877  11.540574610 
111  48.721018441  11.540570046 
111  48.721026004  11.540565481 
111  48.721033568  11.540560915 
111  48.721041132  11.540556350 
111  48.721048695  11.540551786 
111  48.721056260  11.540547218 
111  48.721063823  11.540542654 
111  48.721071387  11.540538089 
111  48.721078951  11.540533525 
111  48.721086515  11.540528959 
111  48.721094078  11.540524394 
111  48.721101641  11.540519829 
111  48.721109206  11.540515263 
111  48.721116769  11.540510699 
111  48.721124333  11.540506134 
111  48.721131897  11.540501568 
111  48.721139461  11.540497002 
111  48.721147024  11.540492437 
111  48.721154589  11.540487873 
111  48.721163907  11.540482286 
111  48.721146134  11.540415020 
111  48.721137367  11.540420327 
111  48.721129803  11.540424893 
111  48.721122240  11.540429458 
111  48.721114677  11.540434023 
111  48.721107112  11.540438588 
111  48.721099548  11.540443155 
111  48.721091985  11.540447719 
111  48.721084421  11.540452284 
111  48.721076857  11.540456848 
111  48.721069294  11.540461414 
111  48.721061730  11.540465979 
111  48.721054166  11.540470544 
111  48.721046603  11.540475110 
111  48.721039038  11.540479674 
111  48.721031474  11.540484239 
111  48.721023911  11.540488805 
111  48.721016347  11.540493371 
111  48.721008783  11.540497935 
111  48.721001220  11.540502500 
111  48.720993656  11.540507066 
111  48.720986092  11.540511631 
111  48.720978529  11.540516195 
111  48.720970965  11.540520760 
111  48.720963401  11.540525326 
111  48.720955837  11.540529891 
111  48.720948273  11.540534456 
111  48.720940709  11.540539022 
111  48.720933146  11.540543587 
111  48.720925582  11.540548152 
111  48.720918019  11.540552716 
113  48.720909205  11.540558041
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.721380353  11.540203246 
111  48.721368178  11.540157008 
111  48.721117547  11.540306826 
111  48.721134164  11.540369717 
111  48.721146134  11.540415020 
111  48.721163907  11.540482286 
111  48.721175992  11.540528023 
111  48.721192629  11.540590989 
111  48.721442498  11.540439271 
113  48.721430206  11.540392588
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.720746554  11.540185728 
111  48.720768498  11.540269510 
111  48.720824088  11.540236012 
111  48.720821773  11.540227144 
111  48.720804207  11.540159860 
113  48.720802147  11.540151972
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/60x30x90scv0.fac 
111  48.720821773  11.540227144 
111  48.720830241  11.540222081 
111  48.720837805  11.540217517 
111  48.720845368  11.540212950 
111  48.720852932  11.540208386 
111  48.720860496  11.540203821 
111  48.720868060  11.540199255 
111  48.720875624  11.540194689 
111  48.720883188  11.540190125 
111  48.720890751  11.540185560 
111  48.720898315  11.540180994 
111  48.720905879  11.540176429 
111  48.720913442  11.540171865 
111  48.720921006  11.540167300 
111  48.720928570  11.540162734 
111  48.720936133  11.540158170 
111  48.720943697  11.540153605 
111  48.720951262  11.540149038 
111  48.720958825  11.540144473 
111  48.720966389  11.540139908 
111  48.720973953  11.540135344 
111  48.720981516  11.540130778 
111  48.720989080  11.540126213 
111  48.720996643  11.540121648 
111  48.721004207  11.540117082 
111  48.721011771  11.540112518 
111  48.721019334  11.540107953 
111  48.721026899  11.540103387 
111  48.721034463  11.540098821 
111  48.721042026  11.540094257 
111  48.721049590  11.540089692 
111  48.721058909  11.540084105 
111  48.721041136  11.540016840 
111  48.721032369  11.540022146 
111  48.721024805  11.540026712 
111  48.721017242  11.540031277 
111  48.721009678  11.540035842 
111  48.721002113  11.540040407 
111  48.720994550  11.540044974 
111  48.720986986  11.540049538 
111  48.720979422  11.540054103 
111  48.720971859  11.540058667 
111  48.720964295  11.540063233 
111  48.720956731  11.540067798 
111  48.720949168  11.540072363 
111  48.720941604  11.540076929 
111  48.720934040  11.540081493 
111  48.720926476  11.540086058 
111  48.720918912  11.540090624 
111  48.720911349  11.540095190 
111  48.720903785  11.540099754 
111  48.720896221  11.540104319 
111  48.720888658  11.540108885 
111  48.720881094  11.540113450 
111  48.720873530  11.540118014 
111  48.720865967  11.540122579 
111  48.720858403  11.540127145 
111  48.720850839  11.540131710 
111  48.720843275  11.540136276 
111  48.720835711  11.540140842 
111  48.720828147  11.540145406 
111  48.720820584  11.540149971 
111  48.720813020  11.540154535 
113  48.720804207  11.540159860
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.721275355  11.539805065 
111  48.721263180  11.539758827 
111  48.721012549  11.539908645 
111  48.721029166  11.539971536 
111  48.721041136  11.540016840 
111  48.721058909  11.540084105 
111  48.721070993  11.540129842 
111  48.721087631  11.540192808 
111  48.721337499  11.540041091 
113  48.721325208  11.539994407
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.719387307  11.536440557 
111  48.719379756  11.536410358 
111  48.719353480  11.536426045 
113  48.719361031  11.536456244
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.719481946  11.536459434 
111  48.719457197  11.536364127 
111  48.719379756  11.536410358 
111  48.719353480  11.536426045 
111  48.719323868  11.536443723 
113  48.719348474  11.536540580
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.719707557  11.537316009 
111  48.719770751  11.537277327 
111  48.719665423  11.536864324 
111  48.719630635  11.536730535 
113  48.719567329  11.536769286
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Hangars/White_Hangar.fac 
111  48.716497000  11.543000400 
111  48.716462924  11.543021797 
111  48.716470000  11.543048000 
111  48.716102465  11.543271821 
111  48.716508000  11.544796000 
111  48.716875156  11.544578701 
111  48.716881469  11.544602619 
111  48.716913000  11.544583000 
113  48.716753311  11.543975490
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Blue_Warehouse.fac 
111  48.716416083  11.531952556 
111  48.716736366  11.531758408 
111  48.716692713  11.531592951 
113  48.716372444  11.531787091
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.716279965  11.531994311 
111  48.716732363  11.531720076 
111  48.716670703  11.531486369 
113  48.716218324  11.531760592
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.716777856  11.533316119 
111  48.716637005  11.532781392 
111  48.716496154  11.532246665 
111  48.716360945  11.532329400 
113  48.716643038  11.533399568
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.715704478  11.533798359 
111  48.715522548  11.533091552 
111  48.715359847  11.533187582 
113  48.715541821  11.533894045
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/30x30x120scv1.fac 
111  48.714907254  11.540169902 
111  48.714404920  11.538261380 
111  48.714193059  11.538387579 
111  48.714229700  11.538529011 
111  48.714126815  11.538587553 
111  48.714551287  11.540202261 
111  48.714653157  11.540139626 
113  48.714696219  11.540301130
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/30x30x120scv1.fac 
111  48.716278000  11.542683000 
111  48.716134000  11.542141000 
111  48.715777000  11.542360000 
111  48.715921000  11.542903000 
111  48.716278000  11.542683000 
111  48.716124000  11.542639000 
111  48.716016256  11.542700969 
111  48.715939148  11.542400209 
111  48.716046892  11.542338240 
113  48.716124000  11.542639000
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.713847148  11.534222570 
111  48.713618991  11.533358362 
111  48.713412570  11.533483524 
113  48.713640846  11.534347486
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713840487  11.534650836 
111  48.713865473  11.534745911 
111  48.713898559  11.534725884 
111  48.713969832  11.534682742 
111  48.713903202  11.534429208 
111  48.713798843  11.534492378 
111  48.713823829  11.534587453 
111  48.713859822  11.534566585 
113  48.713876479  11.534629969
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713865473  11.534745911 
111  48.713840487  11.534650836 
111  48.713803287  11.534673791 
111  48.713786629  11.534610407 
111  48.713823829  11.534587453 
111  48.713798843  11.534492378 
111  48.713694483  11.534555547 
113  48.713761114  11.534809081
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.713694483  11.534555547 
111  48.713798843  11.534492378 
111  48.713903202  11.534429208 
111  48.713849927  11.534227414 
111  48.713832168  11.534160149 
111  48.713761134  11.533891089 
111  48.713690101  11.533622029 
111  48.713619067  11.533352969 
111  48.713410201  11.533479614 
111  48.713481271  11.533748597 
111  48.713552342  11.534017581 
111  48.713623413  11.534286564 
113  48.713641180  11.534353810
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.714672765  11.534252862 
111  48.714359697  11.534435817 
111  48.714407281  11.534613840 
111  48.714720711  11.534432345 
113  48.714691680  11.534323535
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.715073305  11.533873268 
111  48.714759774  11.534055353 
111  48.714708126  11.534085348 
111  48.714326133  11.534307194 
111  48.714359697  11.534435817 
111  48.714672765  11.534252862 
111  48.714691680  11.534323535 
113  48.715123666  11.534071964
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.715521013  11.535401142 
111  48.715517640  11.535388379 
111  48.715500115  11.535322048 
111  48.715450482  11.535134199 
111  48.715424360  11.535035331 
111  48.715353829  11.534768387 
111  48.715203891  11.534859257 
111  48.715133858  11.534901700 
111  48.714986681  11.534990896 
111  48.715011991  11.535085691 
111  48.715024133  11.535078351 
111  48.715149217  11.535002351 
111  48.715182646  11.535129013 
111  48.715267537  11.535077536 
111  48.715232753  11.534952327 
111  48.715315009  11.534902448 
111  48.715349794  11.535027658 
111  48.715374900  11.535122588 
111  48.715400007  11.535217517 
111  48.715433327  11.535345099 
111  48.715350765  11.535395158 
111  48.715317444  11.535267576 
111  48.715232830  11.535318879 
111  48.715266246  11.535445483 
111  48.715140897  11.535521448 
111  48.715127547  11.535529343 
113  48.715152465  11.535624478
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712596551  11.538266537 
111  48.712542225  11.538060349 
111  48.712339478  11.538183223 
111  48.712358575  11.538255804 
111  48.712376269  11.538323048 
113  48.712393688  11.538389252
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712490667  11.537866843 
111  48.712436341  11.537660655 
111  48.712233595  11.537783530 
111  48.712253952  11.537860897 
111  48.712270243  11.537922812 
113  48.712287804  11.537989558
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712386694  11.537468792 
111  48.712332368  11.537262605 
111  48.712129621  11.537385479 
111  48.712151525  11.537468728 
111  48.712168548  11.537533421 
113  48.712183831  11.537591507
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712286537  11.537091891 
111  48.712232211  11.536885703 
111  48.712029464  11.537008577 
111  48.712046549  11.537073512 
111  48.712062824  11.537135361 
113  48.712083674  11.537214606
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712180653  11.536692197 
111  48.712126327  11.536486009 
111  48.711923581  11.536608884 
111  48.711943399  11.536684204 
111  48.711960293  11.536748411 
113  48.711977790  11.536814912
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.712322480  11.536152646 
111  48.712458487  11.536070150 
111  48.712377249  11.535762980 
113  48.712241346  11.535845300
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.711634984  11.537739483 
111  48.711662779  11.537844845 
111  48.711958779  11.537669047 
111  48.711930095  11.537561911 
111  48.711894846  11.537582744 
113  48.711660275  11.537724229
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.717965901  11.540584975 
111  48.717959218  11.540559620 
111  48.717952535  11.540534265 
111  48.717945851  11.540508910 
111  48.717939168  11.540483555 
111  48.717919293  11.540495921 
111  48.717925976  11.540521276 
111  48.717932660  11.540546632 
111  48.717939343  11.540571987 
113  48.717946026  11.540597342
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.718060862  11.540526553 
111  48.718054179  11.540501198 
111  48.718047496  11.540475843 
111  48.718040812  11.540450488 
111  48.718034129  11.540425133 
111  48.718014254  11.540437499 
111  48.718020937  11.540462854 
111  48.718027621  11.540488209 
111  48.718034304  11.540513565 
113  48.718040987  11.540538920
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.711493439  11.537091848 
111  48.711496265  11.537102667 
111  48.711578647  11.537414137 
111  48.711657632  11.537713053 
111  48.711660755  11.537724943 
111  48.711894846  11.537582744 
111  48.711884319  11.537542730 
111  48.711799454  11.537222467 
111  48.711786539  11.537173250 
111  48.711727356  11.536949981 
111  48.711638500  11.537004127 
111  48.711614280  11.537019157 
113  48.711590059  11.537034186
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.716284657  11.523181069 
111  48.716284657  11.523172120 
111  48.716281723  11.523164267 
111  48.716276542  11.523159655 
111  48.716270636  11.523159710 
111  48.716265238  11.523164267 
111  48.716262377  11.523172010 
111  48.716262413  11.523181014 
111  48.716265348  11.523188867 
111  48.716270565  11.523193479 
111  48.716276542  11.523193479 
113  48.716281650  11.523188977
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.716745505  11.524936407 
111  48.716768596  11.524923143 
111  48.716756601  11.524876990 
113  48.716733510  11.524890253
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.716731072  11.525102640 
111  48.716869772  11.525020300 
111  48.716843393  11.524918796 
111  48.716777567  11.524957663 
111  48.716768596  11.524923143 
111  48.716756601  11.524876990 
111  48.716743083  11.524824976 
113  48.716669024  11.524868198
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.716554940  11.523257867 
111  48.716717233  11.523160939 
111  48.716614622  11.522761924 
113  48.716452009  11.522858930
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.713463578  11.516418290 
111  48.713443641  11.516429691 
111  48.713453953  11.516469536 
113  48.713473890  11.516458136
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713424737  11.516356652 
111  48.713443641  11.516429691 
111  48.713453953  11.516469536 
111  48.713465575  11.516514440 
111  48.713529519  11.516477288 
113  48.713487759  11.516318857
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713325001  11.515293487 
111  48.713349981  11.515381517 
111  48.713358483  11.515376384 
111  48.713357382  11.515372092 
111  48.713334910  11.515291473 
113  48.713333694  11.515287284
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713270929  11.515743983 
111  48.713324584  11.515936076 
111  48.713428335  11.515870377 
111  48.713374768  11.515676339 
113  48.713285627  11.515733996
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.713620631  11.515226557 
111  48.713939687  11.515040736 
111  48.713990146  11.515011494 
111  48.713986564  11.514997344 
111  48.713936104  11.515026587 
111  48.713855909  11.514709846 
111  48.713536676  11.514895567 
111  48.713617203  11.515213041 
111  48.713566707  11.515242354 
113  48.713570135  11.515255870
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.713566707  11.515242354 
111  48.713617203  11.515213041 
111  48.713536676  11.514895567 
113  48.713486450  11.514924937
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.714034028  11.516632850 
111  48.713907546  11.516151599 
111  48.713690254  11.516282587 
113  48.713816673  11.516764110
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_10.fac 
111  48.706664965  11.507151760 
111  48.706667096  11.507183681 
111  48.706697377  11.507627415 
111  48.706795430  11.507613753 
111  48.706815794  11.507610916 
111  48.706810415  11.507524516 
111  48.706798559  11.507525714 
111  48.706774584  11.507219689 
111  48.706787361  11.507217215 
113  48.706781689  11.507133002
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_10.fac 
111  48.706376006  11.507955744 
111  48.706386114  11.508099585 
111  48.706667953  11.508054767 
111  48.706670428  11.508083682 
111  48.706730518  11.508071886 
111  48.706729153  11.508042466 
111  48.706824509  11.508027081 
111  48.706795430  11.507613753 
111  48.706697377  11.507627415 
113  48.706716158  11.507902642
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.706327008  11.507236806 
111  48.706357249  11.507680526 
111  48.706697377  11.507627415 
113  48.706667096  11.507183681
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.706357249  11.507680526 
111  48.706376006  11.507955744 
111  48.706716158  11.507902642 
113  48.706697377  11.507627415
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.705015667  11.508709829 
111  48.704945627  11.508734837 
111  48.705254115  11.510728693 
113  48.705324297  11.510703582
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.704945627  11.508734837 
111  48.705015667  11.508709829 
111  48.704872181  11.507782851 
113  48.704802102  11.507807216
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Hangars/White_Hangar.fac 
111  48.705625413  11.510828931 
111  48.705656616  11.511315545 
111  48.707028596  11.511100977 
111  48.707216408  11.511071604 
111  48.707185205  11.510584990 
111  48.707105514  11.510597453 
111  48.706980625  11.510616985 
111  48.706601355  11.510676300 
113  48.706391414  11.510709134
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.705656616  11.511315545 
111  48.705668825  11.511506997 
111  48.705681035  11.511698448 
111  48.705862315  11.511671016 
111  48.705952956  11.511657300 
111  48.706224877  11.511616152 
111  48.706315517  11.511602436 
111  48.706406157  11.511588720 
111  48.707019040  11.511495976 
111  48.707051786  11.511491021 
111  48.707040191  11.511295999 
113  48.707028596  11.511100977
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/60x30x90scv0.fac 
111  48.708689396  11.509548329 
111  48.708570300  11.509610637 
111  48.708644552  11.509937455 
113  48.708749438  11.509813354
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.705542061  11.506911774 
111  48.705542061  11.506908722 
111  48.705541060  11.506906044 
111  48.705539294  11.506904471 
111  48.705537279  11.506904490 
111  48.705535438  11.506906044 
111  48.705534463  11.506908684 
111  48.705534475  11.506911755 
111  48.705535475  11.506914433 
111  48.705537255  11.506916006 
111  48.705539294  11.506916006 
113  48.705541035  11.506914471
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.705463031  11.507096519 
111  48.705463031  11.507093467 
111  48.705462030  11.507090789 
111  48.705460263  11.507089216 
111  48.705458249  11.507089234 
111  48.705456408  11.507090789 
111  48.705455432  11.507093429 
111  48.705455444  11.507096500 
111  48.705456445  11.507099178 
111  48.705458224  11.507100751 
111  48.705460263  11.507100751 
113  48.705462005  11.507099216
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.705564776  11.507197356 
111  48.705564776  11.507194303 
111  48.705563775  11.507191625 
111  48.705562008  11.507190052 
111  48.705559995  11.507190071 
111  48.705558153  11.507191625 
111  48.705557177  11.507194266 
111  48.705557190  11.507197337 
111  48.705558190  11.507200015 
111  48.705559970  11.507201588 
111  48.705562008  11.507201588 
113  48.705563751  11.507200052
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.705643380  11.507012208 
111  48.705643380  11.507009155 
111  48.705642379  11.507006477 
111  48.705640612  11.507004905 
111  48.705638598  11.507004923 
111  48.705636757  11.507006477 
111  48.705635781  11.507009118 
111  48.705635793  11.507012189 
111  48.705636794  11.507014867 
111  48.705638573  11.507016440 
111  48.705640612  11.507016440 
113  48.705642354  11.507014904
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.706312828  11.505822269 
111  48.706315210  11.505806817 
111  48.705661223  11.505543606 
111  48.705606606  11.505552478 
111  48.704800301  11.506697486 
111  48.704807953  11.506709231 
111  48.705610840  11.505568595 
113  48.705662361  11.505561081
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.705978565  11.510587014 
111  48.706152884  11.510558811 
111  48.706327204  11.510530608 
111  48.706322015  11.510451958 
111  48.706310857  11.510292395 
113  48.705962307  11.510348698
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.706322015  11.510451958 
111  48.706461760  11.510429349 
111  48.706601506  11.510406740 
111  48.706590370  11.510247073 
113  48.706310950  11.510292209
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.707577679  11.517023622 
111  48.707645805  11.517286597 
111  48.707713930  11.517549572 
111  48.707846770  11.517465353 
111  48.707711876  11.516941269 
113  48.707699321  11.516948925
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Office.fac 
111  48.707462767  11.516646656 
111  48.707381362  11.516694755 
111  48.707483854  11.517080894 
111  48.707535496  11.517049526 
111  48.707469471  11.516802100 
113  48.707499501  11.516783551
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.707633538  11.516700756 
111  48.707699321  11.516948925 
111  48.707711876  11.516941269 
111  48.707761108  11.516911248 
113  48.707695325  11.516663078
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Hangars/White_Hangar.fac 
111  48.707469471  11.516802100 
111  48.707535496  11.517049526 
111  48.707577679  11.517023622 
111  48.707699321  11.516948925 
111  48.707633538  11.516700756 
113  48.707499501  11.516783551
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_ireg_24.fac 
111  48.708271580  11.519277055 
111  48.708271580  11.519268387 
111  48.708268738  11.519260782 
111  48.708263720  11.519256316 
111  48.708258000  11.519256369 
111  48.708252772  11.519260782 
111  48.708250001  11.519268281 
111  48.708250036  11.519277002 
111  48.708252877  11.519284607 
111  48.708257930  11.519289074 
111  48.708263720  11.519289074 
113  48.708268667  11.519284713
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.707609149  11.521340650 
111  48.707590014  11.521267744 
111  48.707287114  11.521452037 
113  48.707306249  11.521524943
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.707704400  11.521702619 
111  48.707609149  11.521340650 
111  48.707306249  11.521524943 
113  48.707401460  11.521886524
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/30x30x120scv1.fac 
111  48.708194631  11.521682946 
111  48.708222165  11.521786472 
111  48.708533624  11.521597105 
111  48.709054461  11.523548556 
111  48.708741280  11.523731347 
111  48.708772361  11.523847002 
111  48.709154591  11.523624844 
113  48.708567974  11.521450182
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/30x30x120scv1.fac 
111  48.707360163  11.518581197 
111  48.707391618  11.518701293 
111  48.707706903  11.518502384 
111  48.707909649  11.519271411 
111  48.708026329  11.519717363 
111  48.708226540  11.520485751 
111  48.707914697  11.520680967 
111  48.707937011  11.520765097 
111  48.708318195  11.520529441 
113  48.707744702  11.518334149
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/30x30x120scv1.fac 
111  48.707110277  11.517442344 
111  48.706526013  11.515281598 
111  48.706443679  11.515332516 
113  48.707015054  11.517500058
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.709200763  11.523966192 
111  48.709004546  11.524087051 
111  48.709058250  11.524288819 
111  48.709254662  11.524168182 
111  48.709232344  11.524084544 
113  48.709212204  11.524009067
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  48.709285937  11.524285665 
111  48.709089360  11.524405700 
111  48.709213247  11.524866380 
111  48.709408829  11.524747514 
111  48.709358437  11.524558133 
113  48.709330812  11.524454314
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.708793191  11.524091922 
111  48.708906127  11.524515838 
111  48.708915170  11.524550572 
111  48.708950884  11.524529105 
111  48.708941840  11.524494371 
111  48.709089360  11.524405700 
111  48.709058250  11.524288819 
111  48.709004546  11.524087051 
111  48.708976773  11.523982707 
111  48.708829330  11.524070423 
111  48.708820926  11.524038454 
113  48.708784787  11.524059953
110  1 0.00 0.0000 Polygon from DSF lib/g10/autogen/urban_high_solid_999_7x80x90b.fac 
111  48.709213247  11.524866380 
111  48.709240533  11.524969295 
111  48.709370609  11.524889947 
111  48.709379858  11.524924402 
111  48.709408642  11.524907687 
111  48.709399416  11.524872473 
111  48.709436163  11.524849458 
113  48.709408829  11.524747514
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/White_Warehouse.fac 
111  48.711460001  11.527777551 
111  48.711454107  11.527781036 
111  48.711409787  11.527807789 
111  48.711404585  11.527810922 
111  48.711426927  11.527895143 
113  48.711482171  11.527861768
110  1 0.00 0.0000 Polygon from DSF lib/g10/US/urban_high/60x30x90scv0.fac 
111  48.711454107  11.527781036 
111  48.711451085  11.527769576 
111  48.711448064  11.527758118 
111  48.711445043  11.527746659 
111  48.711442020  11.527735199 
111  48.711438999  11.527723740 
111  48.711435978  11.527712282 
111  48.711432957  11.527700823 
111  48.711429935  11.527689364 
111  48.711426914  11.527677906 
111  48.711423893  11.527666448 
111  48.711420871  11.527654988 
111  48.711417850  11.527643530 
111  48.711414829  11.527632071 
111  48.711411807  11.527620611 
111  48.711408785  11.527609152 
111  48.711405764  11.527597694 
111  48.711402743  11.527586235 
111  48.711399046  11.527572117 
111  48.711354691  11.527599148 
111  48.711358203  11.527612430 
111  48.711361225  11.527623888 
111  48.711364246  11.527635347 
111  48.711367268  11.527646805 
