I
1130 Generated by WorldEditor 2.0.0r4

1    309 1 0 EDFM Mannheim City
1302 city Mannheim
112  49.47586214  008.52024042  49.47586660  008.52014354 1
112  49.47594434  008.52008514  49.47600907  008.52008606
111  49.47594434  008.52008514 1
115  49.47673828  008.52013293
120 Linear Feature 10
112  49.47595100  008.51967413  49.47585930  008.51968093 1
112  49.47595193  008.51932008  49.47604443  008.51931260
111  49.47595193  008.51932008
112  49.47595193  008.51932008  49.47603352  008.51931998 1
112  49.47603352  008.51931998  49.47611511  008.51931989
111  49.47603352  008.51931998
112  49.47603352  008.51931998  49.47612577  008.51932308 1
112  49.47603304  008.51967545  49.47593894  008.51967176
111  49.47603304  008.51967545
112  49.47603304  008.51967545  49.47595100  008.51967413 1
115  49.47595100  008.51967413
120 Linear Feature 10
112  49.47594434  008.52008514  49.47584848  008.52008462 1
112  49.47594352  008.51967520  49.47603771  008.51966648
111  49.47594352  008.51967520
112  49.47594352  008.51967520  49.47602660  008.51967508 1
112  49.47602660  008.51967508  49.47610968  008.51967497
111  49.47602660  008.51967508
112  49.47602660  008.51967508  49.47612054  008.51967869 1
112  49.47602611  008.52008934  49.47593140  008.52008229
111  49.47602611  008.52008934
112  49.47602611  008.52008934  49.47594257  008.52008780 1
115  49.47594434  008.52008514
120 Linear Feature 10
112  49.47595978  008.51931948  49.47586908  008.51932654 1
112  49.47596070  008.51895181  49.47605218  008.51894404
111  49.47596070  008.51895181
112  49.47596070  008.51895181  49.47604139  008.51895171 1
112  49.47604139  008.51895171  49.47612208  008.51895161
111  49.47604139  008.51895171
112  49.47604139  008.51895171  49.47613263  008.51895493 1
112  49.47604091  008.51932086  49.47594849  008.51931911
111  49.47604091  008.51932086
112  49.47604091  008.51932086  49.47595978  008.51931948 1
115  49.47595978  008.51931948
120 Linear Feature 10
112  49.47596768  008.51895096  49.47588008  008.51894953 1
112  49.47596859  008.51859917  49.47605962  008.51860110
111  49.47596859  008.51859917
112  49.47596859  008.51859917  49.47604889  008.51859908 1
112  49.47604889  008.51859907  49.47612918  008.51859898
111  49.47604889  008.51859907
112  49.47604889  008.51859907  49.47613968  008.51860215 1
112  49.47604841  008.51895227  49.47595644  008.51895060
111  49.47604841  008.51895227
112  49.47604841  008.51895227  49.47596768  008.51895096 1
115  49.47596768  008.51895096
120 Linear Feature 9
111  49.47540603  008.52037768 1
116  49.47537783  008.52020245  49.47534672  008.52015298
120 Linear Feature 8
111  49.47540548  008.51754622 1
111  49.47532464  008.52002226
112  49.47532464  008.52002226  49.47532365  008.52012162 1
112  49.47537783  008.52020245  49.47538490  008.52021515 1
116  49.47548244  008.52028247  49.47553995  008.52028572
120 Linear Feature 4
112  49.47591291  008.51832289  49.47588523  008.51810551 1
116  49.47583800  008.51798003  49.47584957  008.51772809
120 Linear Feature 3
111  49.47586866  008.51699064 1
115  49.47583800  008.51798003
120 Linear Feature 2
111  49.47276011  008.52055857 5
115  49.47278022  008.52041408
120 Linear Feature 1
111  49.47325987  008.52161378 4 103
115  49.47326494  008.52147483
120 Linear Feature 11
111  49.47215453  008.52103605 4
115  49.47208814  008.52112559
120 Linear Feature 8
111  49.47252670  008.50950479 5
115  49.47254560  008.50963440
120 Linear Feature 10
111  49.47237839  008.51414601 5
115  49.47237479  008.51427748
120 Linear Feature 6
111  49.47250061  008.50733707 5
115  49.47257843  008.50740930
120 Linear Feature 22
111  49.47561289  008.52022205 6
115  49.47558035  008.52145422
120 Linear Feature 2
111  49.47463261  008.52188173 2
115  49.47453875  008.52187278
120 Linear Feature 7
111  49.47584833  008.52276740 1
111  49.47561274  008.52266633 1
115  49.47555901  008.52296160
120 Linear Feature 5
111  49.47552358  008.52222505 1
115  49.47550405  008.52222391
120 Linear Feature 9
112  49.47573394  008.52175290  49.47582510  008.52174324 24
112  49.47582336  008.52161874  49.47582420  008.52159428
111  49.47582336  008.52161874 24
111  49.47582827  008.52147193 24
111  49.47583473  008.52120793 24
111  49.47584317  008.52092522 24
111  49.47585036  008.52065731 24
111  49.47585712  008.52041837
112  49.47585712  008.52041837  49.47585832  008.52031188 1
111  49.47579754  008.52030511 1
111  49.47548244  008.52028247
112  49.47548244  008.52028247  49.47541393  008.52027879 1
111  49.47540603  008.52037768 1
111  49.47539976  008.52062486 1
111  49.47539259  008.52089683 1
111  49.47538392  008.52117998 1
111  49.47537625  008.52145991 1
111  49.47537136  008.52164732 1
116  49.47543155  008.52172706  49.47548446  008.52173344
120 Linear Feature 10
112  49.47528871  008.52171473  49.47535759  008.52172500 1
115  49.47537136  008.52164732
120 Linear Feature 11
112  49.47537625  008.52145991  49.47537994  008.52137287 1
111  49.47541632  008.52137497 1
111  49.47577833  008.52140387 1
116  49.47582827  008.52147193  49.47582668  008.52154412
120 Linear Feature 11
112  49.47538392  008.52117998  49.47538761  008.52109465 1
111  49.47542802  008.52110009 1
111  49.47578499  008.52112862 1
116  49.47583473  008.52120793  49.47583276  008.52128830
120 Linear Feature 11
112  49.47539259  008.52089683  49.47539628  008.52081751 1
111  49.47543586  008.52082269 1
111  49.47579349  008.52085327 1
116  49.47584317  008.52092522  49.47584158  008.52099623
120 Linear Feature 11
112  49.47539976  008.52062486  49.47540234  008.52054211 1
111  49.47544376  008.52054780 1
111  49.47580069  008.52057659 1
116  49.47585036  008.52065731  49.47584876  008.52073886
120 Linear Feature 21
111  49.47711039  008.52000423 1
115  49.47702468  008.51999488
120 Linear Feature 9
112  49.47218160  008.51444182  49.47218789  008.51432557 1
112  49.47229399  008.51420382  49.47235672  008.51420669
111  49.47229399  008.51420382 1
111  49.47258845  008.51423700
112  49.47258845  008.51423700  49.47267633  008.51424154 1
116  49.47270450  008.51445367  49.47270134  008.51457207
120 Linear Feature 5
112  49.47268493  008.50699241  49.47285343  008.50665200 1
116  49.47295923  008.50706828  49.47296660  008.50719932
120 Linear Feature 7
112  49.47234232  008.50983898  49.47234631  008.50972264 1
112  49.47246544  008.50962793  49.47255455  008.50955788
111  49.47246544  008.50962793 1
111  49.47259974  008.50952326
112  49.47259974  008.50952326  49.47264902  008.50948050 1
116  49.47285694  008.50975409  49.47284238  008.51007932
120 Linear Feature 3
112  49.47256760  008.52148418  49.47250763  008.52147278 1
112  49.47246686  008.52136076  49.47246636  008.52130563
111  49.47246686  008.52136076 1
115  49.47246697  008.52121436
120 Linear Feature 3
111  49.47546243  008.52172961 1
112  49.47552297  008.52183618  49.47552452  008.52192839
111  49.47552297  008.52183618 1
115  49.47551350  008.52222442
120 Linear Feature 4
112  49.47560328  008.52174115  49.47556188  008.52173710 1
116  49.47552297  008.52183618  49.47552471  008.52187596
120 Linear Feature 8
111  49.47564565  008.52245876 1
115  49.47562802  008.52254545
120 Linear Feature 8
111  49.47575140  008.52250879 1
115  49.47573464  008.52259396
120 Linear Feature 8
111  49.47585909  008.52256007 1
115  49.47584157  008.52264600
120 Linear Feature 5
111  49.47563710  008.52254888 1
115  49.47561816  008.52254045
120 Linear Feature 5
111  49.47574302  008.52259838 1
115  49.47572629  008.52259027
120 Linear Feature 5
111  49.47584988  008.52265042 1
115  49.47583358  008.52264199
120 Linear Feature 12
111  49.47553417  008.52139989 1
115  49.47553558  008.52136643
120 Linear Feature 12
111  49.47554227  008.52112790 1
115  49.47554368  008.52109445
120 Linear Feature 12
111  49.47554542  008.52084838 1
115  49.47554682  008.52081493
120 Linear Feature 12
111  49.47556334  008.52030448 1
115  49.47556475  008.52027103
120 Linear Feature 12
111  49.47555374  008.52057345 1
115  49.47555515  008.52054000
120 27 end taxi 2
112  49.47306606  008.52152528  49.47289817  008.52149610 1
115  49.47289502  008.52129394
120 27 end taxi 1
112  49.47276063  008.52149944  49.47286625  008.52150912 1
112  49.47289502  008.52129394  49.47289132  008.52120846
111  49.47289502  008.52129394 1
111  49.47290875  008.52074504
112  49.47290875  008.52074504  49.47291299  008.52053226 1
111  49.47277595  008.52048756 1
111  49.47257989  008.52042633 1
116  49.47250218  008.52024196  49.47250909  008.52005937
120 09 circle pad hold
111  49.47314151  008.50531011 1
115  49.47314189  008.50524472
120 09 circle pad line
111  49.47300535  008.50616283 1
111  49.47302911  008.50609867 1
111  49.47318637  008.50569903 1
112  49.47324557  008.50545544  49.47324231  008.50534726
111  49.47324557  008.50545544
112  49.47324557  008.50545544  49.47324543  008.50527331 1
115  49.47314103  008.50527901
120 white cross 1
111  49.47592054  008.52174906 1
115  49.47594963  008.52179086
120 white cross 2
111  49.47595115  008.52175458 1
115  49.47591931  008.52178834
120 09 displaced line
111  49.47300085  008.50577720 20
115  49.47300865  008.50551075
120 09 displaced arrow
111  49.47301611  008.50577618 20
111  49.47299603  008.50592119 20
115  49.47298600  008.50577532
120 Linear Feature 2
111  49.47611845  008.51878567 1
112  49.47609747  008.51988759  49.47608716  008.52069120
111  49.47609747  008.51988759
112  49.47609747  008.51988759  49.47608487  008.52010824 1
115  49.47613379  008.52009676
120 Linear Feature 7
111  49.47657823  008.51837824 1
115  49.47657725  008.51851855
120 Linear Feature 9
111  49.47573394  008.52175290 1
111  49.47560328  008.52174115 1
111  49.47546243  008.52172961 1
111  49.47543155  008.52172706 1
111  49.47528871  008.52171473 1
111  49.47469769  008.52166327 1
111  49.47451523  008.52164780 1
111  49.47412065  008.52161453 1
115  49.47390359  008.52159613
120 Linear Feature 44
111  49.47622209  008.52273415 24
111  49.47621243  008.52273381 24
115  49.47622077  008.52274191
120 Linear Feature 43
111  49.47623678  008.52274562 24
115  49.47622055  008.52273752
120 Linear Feature 42
111  49.47621507  008.52277972 24
111  49.47622143  008.52278647 24
115  49.47621397  008.52278681
120 Linear Feature 41
111  49.47619633  008.52277478 24
115  49.47621491  008.52278353
120 Linear Feature 39
111  49.47611440  008.52254397 23
115  49.47611345  008.52259453
120 Linear Feature 38
111  49.47622653  008.52277342 24
115  49.47621965  008.52280943
120 Linear Feature 37
111  49.47618210  008.52269777 24
115  49.47627352  008.52274397
120 Linear Feature 36
111  49.47614253  008.52253747 24
116  49.47615026  008.52265717  49.47618210  008.52271947
21  49.47315809  008.50941241 2 93.0000 4.00 09  PAPI-4L
21  49.47290317  008.51692863 3 273.0000 4.00 27  PAPI-4R
21  49.47233461  008.51687852 2 273.0000 4.00 27  PAPI-4L
20  49.47543390  008.52184150 183.4600 0 2 {@L}A
20  49.47250912  008.50695970 122.3200 0 2 {@L}A
20  49.47216335  008.50992812 93.3700 0 2 {@L}A
20  49.47274693  008.50731924 274.6200 0 2 {@Y}{^l}D
20  49.47265578  008.50980895 274.6200 0 2 {@Y}{^l}C
20  49.47250898  008.51450134 274.6200 0 2 {@Y}{^l}B
20  49.47200564  008.51454877 93.3700 0 2 {@L}A
20  49.47270323  008.52170845 3.1900 0 2 {@L}A
20  49.47521995  008.52160307 183.4600 0 2 {@L}A
20  49.47530491  008.52114026 184.0300 0 2 {@L}G
20  49.47512246  008.52032460 180.0000 0 1 {@B}5
20  49.47512407  008.52051701 180.0000 0 1 {@B}4
20  49.47512482  008.52072307 180.0000 0 1 {@B}3
20  49.47512304  008.52090974 180.0000 0 1 {@B}2
20  49.47512567  008.52109519 180.0000 0 1 {@B}1
20  49.47224217  008.52075722 222.1600 0 3 {@Y}TORA_1120
14  49.47639752  008.52069752  82.02 0 Tower Viewpoint 1
1300  49.47553515  008.52138395 180.94 tie_down jets|turboprops|props|helos Business 1
1301 B general_aviation 
1300  49.47554284  008.52111010 180.60 tie_down jets|turboprops|props|helos Business 2
1301 B general_aviation 
1300  49.47554629  008.52083126 179.85 tie_down jets|turboprops|props|helos Business 3
1301 B general_aviation 
1300  49.47555423  008.52055831 179.85 tie_down jets|turboprops|props|helos Business 4
1301 B general_aviation 
1300  49.47556516  008.52028785 180.94 tie_down jets|turboprops|props|helos Business 5
1301 B general_aviation 
1300  49.47564469  008.52246764 285.01 tie_down heavy|props GA 1
1301 A none 
1300  49.47575044  008.52251395 286.22 tie_down props GA 2
1301 A none 
1300  49.47585798  008.52256626 -73.46 tie_down props GA 3
1301 A none 
1300  49.47610299  008.51967351 182.10 hangar props|helos Hangar 1
1301 A none 
1300  49.47611469  008.51895088 182.51 hangar props|helos Hangar 2
1301 A none 
1300  49.47704054  008.51918494 184.26 hangar heavy|jets|turboprops Hangar 3
1301 B none 
1300  49.47541050  008.51762986  93.03 tie_down props Hangar 10 South
1301 A general_aviation 
1300  49.47584727  008.51769268  93.03 tie_down props Hangar 10 North
1301 A general_aviation 
1300  49.47529041  008.51993717  14.38 tie_down turboprops Hangar 4
1301 B cargo 
1300  49.47616218  008.52087924  92.58 tie_down jets|turboprops|props Airline 1
1301 B airline 
1300  49.47615526  008.52116083 270.00 tie_down jets|turboprops|props Airline 2
1301 B airline 
1300  49.47514383  008.52106513 182.00 tie_down props Grass 1
1301 A general_aviation 
1300  49.47514477  008.52087714 182.00 tie_down props Grass 2
1301 A general_aviation 
1300  49.47514663  008.52068915 182.00 tie_down props Grass 3
1301 A general_aviation 
1300  49.47514942  008.52048773 182.00 tie_down props Grass 4
1301 A general_aviation 
1300  49.47514942  008.52028631 182.00 tie_down props Grass 5
1301 A general_aviation 
1300  49.47358604  008.52193551 -88.32 tie_down helos Heli 1
1301 B general_aviation 
19  49.47227827  008.52043799 0 Windsock
1050 136550 MANNHEIM ATIS
1054 122500 MANNHEIM INFO
1054 129775 MANNHEIM TWR
99
