I
1130 Generated by WorldEditor 2.0.0r4

1    761 1 0 EDFZ Mainz-Finthen
1302 city Mainz
112  49.97197213  008.14690790  49.97199123  008.14694998
111  49.97201212  008.14708520
111  49.97196569  008.14711408
111  49.97222165  008.14816324
111  49.97232274  008.14809641
111  49.97205118  008.14697968
112  49.97204247  008.14680432  49.97206104  008.14676307
112  49.97212140  008.14668366  49.97217646  008.14665478
111  49.97332337  008.14599896
112  49.97336119  008.14604886  49.97337953  008.14604174
111  49.97348269  008.14601500
111  49.97346893  008.14595263
111  49.97410552  008.14559619
111  49.97413188  008.14564430
111  49.97434680  008.14551178
111  49.97432273  008.14541910
111  49.97435254  008.14541019
111  49.97437775  008.14548683
111  49.97484196  008.14523375
112  49.97482477  008.14513217  49.97482477  008.14512861
111  49.97508130  008.14498745
112  49.97518790  008.14503378  49.97522457  008.14503378
112  49.97533690  008.14496784  49.97536670  008.14493754
112  49.97545307  008.14491693  49.97548268  008.14490356
111  49.97576636  008.14473722
112  49.97582539  008.14457027  49.97589760  008.14452750
111  49.97600649  008.14446155
112  49.97609360  008.14447581  49.97613257  008.14449542
112  49.97620008  008.14462331  49.97622475  008.14470129
111  49.97631759  008.14515880
112  49.97635961  008.14530436  49.97637203  008.14534891
112  49.97634433  008.14540089  49.97629848  008.14539941
111  49.97597119  008.14536060
112  49.97577347  008.14549873  49.97576296  008.14563091
112  49.97585618  008.14568633  49.97589286  008.14572910
111  49.97609918  008.14592337
112  49.97608831  008.14603363  49.97605278  008.14608531
111  49.97597599  008.14622077
111  49.97600808  008.14626710
111  49.97638249  008.14560689
112  49.97650189  008.14544352  49.97653723  008.14541084
113  49.97658690  008.14536183
112  49.97565892  008.14405559  49.97558927  008.14409066
111  49.97560718  008.14419380
112  49.97569010  008.14452179  49.97569872  008.14456098
111  49.97564897  008.14460636
112  49.97526643  008.14480658  49.97522583  008.14482886
111  49.97521787  008.14474965
111  49.97514066  008.14479544
112  49.97514226  008.14482886  49.97513907  008.14484371
111  49.97513032  008.14486104
112  49.97505072  008.14490931  49.97500057  008.14492911
111  49.97502981  008.14484396
111  49.97493716  008.14441474
111  49.97481203  008.14447712
111  49.97477383  008.14475336
111  49.97478624  008.14483059
112  49.97481872  008.14483356  49.97482445  008.14483653
112  49.97484164  008.14488109  49.97484451  008.14488851
112  49.97485024  008.14489445  49.97485502  008.14490040
112  49.97490468  008.14493901  49.97491519  008.14493901
111  49.97490755  008.14490040
111  49.97491519  008.14489891
112  49.97493048  008.14494347  49.97493812  008.14497763
111  49.97491519  008.14499248
111  49.97431170  008.14533490
111  49.97344059  008.14581787
111  49.97321942  008.14520881
111  49.97328246  008.14516277
111  49.97303504  008.14444031
112  49.97425719  008.14372922  49.97436703  008.14366684
112  49.97448907  008.14365668  49.97453524  008.14366039
111  49.97452100  008.14378477
111  49.97463928  008.14436435
111  49.97495483  008.14417293
111  49.97491357  008.14400184
111  49.97503462  008.14392930
111  49.97507588  008.14407544
111  49.97524094  008.14399232
111  49.97519623  008.14382301
111  49.97561074  008.14362668
112  49.97575523  008.14366044  49.97585473  008.14368767
112  49.97596298  008.14379534  49.97600755  008.14383743
113  49.97594786  008.14390674
111  49.97601464  008.14393549
112  49.97605576  008.14402625  49.97606837  008.14407885
111  49.97605311  008.14413558
111  49.97603719  008.14408711
111  49.97570023  008.14426348
111  49.97570885  008.14432123
111  49.97569094  008.14433052
111  49.97567303  008.14427173
112  49.97569161  008.14412011  49.97573870  008.14409226
111  49.97578911  008.14406751
111  49.97580437  008.14413249
111  49.97593703  008.14407060
111  49.97595295  008.14401491
111  49.97597948  008.14403554
113  49.97601795  008.14397881
111  49.97604966  008.14418877
112  49.97610308  008.14423254  49.97611620  008.14428029
112  49.97608869  008.14433799  49.97607909  008.14434446
111  49.97579707  008.14452318
112  49.97573737  008.14450083  49.97573019  008.14447591
111  49.97571581  008.14441144
111  49.97573571  008.14440543
111  49.97576004  008.14446387
113  49.97607199  008.14429467
111  49.97256309  008.14467596
111  49.97278492  008.14454970
112  49.97286459  008.14464839  49.97289643  008.14474616
111  49.97324144  008.14575088
112  49.97320843  008.14596687  49.97313966  008.14600109
112  49.97233983  008.14645144  49.97225291  008.14649896
111  49.97222021  008.14639376
111  49.97207038  008.14575089
111  49.97262505  008.14545912
112  49.97268427  008.14535219  49.97268618  008.14528239
112  49.97264607  008.14519032  49.97264989  008.14513240
113  49.97265562  008.14502250
110 1 0.00 0.0000 New Taxiway 21
111  49.97597604  008.14621965
111  49.97548057  008.14708629
111  49.97506222  008.14794109
111  49.97457987  008.14915803
112  49.97401705  008.15040986  49.97389491  008.15058950
112  49.97366494  008.15087949  49.97356315  008.15097359
111  49.97325288  008.15130120
111  49.97327438  008.15135194
112  49.97373935  008.15089997  49.97386773  008.15076452
112  49.97417780  008.15025658  49.97428096  008.15003631
111  49.97486932  008.14862282
111  49.97516055  008.14789014
111  49.97551933  008.14715124
113  49.97600831  008.14626559
110 1 0.00 0.0000 New Taxiway 91
111  49.96546846  008.14059818
112  49.96553496  008.14079894  49.96555970  008.14087828
111  49.96550248  008.14090112
111  49.96496216  008.14108895
112  49.96385986  008.14155640  49.96366165  008.14164988
112  49.96323785  008.14210177  49.96306859  008.14231988
112  49.96265261  008.14320549  49.96254678  008.14345075
112  49.96244653  008.14406605  49.96242729  008.14437015
111  49.96252800  008.14468555
111  49.96269080  008.14513421
112  49.96286622  008.14562784  49.96291187  008.14576285
112  49.96312262  008.14643037  49.96318498  008.14660346
112  49.96342822  008.14737940  49.96347633  008.14756635
111  49.96355681  008.14800340
111  49.96368459  008.14858828
112  49.96373247  008.14871637  49.96375919  008.14877350
111  49.96382869  008.14909527
112  49.96392433  008.14965841  49.96396842  008.14991806
112  49.96387979  008.15010688  49.96382768  008.15019621
111  49.96369673  008.15023567
111  49.96370074  008.15032707
112  49.96377557  008.15029383  49.96381966  008.15027721
112  49.96385574  008.15028760  49.96387445  008.15030214
112  49.96397466  008.15034368  49.96403078  008.15034368
111  49.96407983  008.15046703
112  49.96419913  008.15118790  49.96428380  008.15166649
112  49.96421551  008.15225719  49.96419627  008.15248900
112  49.96421230  008.15315703  49.96424277  008.15346861
111  49.96429442  008.15378255
112  49.96429887  008.15398681  49.96430555  008.15403528
112  49.96433562  008.15415818  49.96435344  008.15420665
111  49.96434898  008.15435206
111  49.96429999  008.15425339
111  49.96427883  008.15429839
112  49.96436012  008.15462902  49.96437237  008.15475019
112  49.96450395  008.15506474  49.96455517  008.15514091
111  49.96473667  008.15521880
111  49.96449949  008.15530708
111  49.96453290  008.15544730
111  49.96478010  008.15528977
111  49.96489668  008.15534737
112  49.96669219  008.15612214  49.96705617  008.15627171
111  49.96709244  008.15670483
111  49.96739503  008.15851518
111  49.96742955  008.15850999
112  49.96756985  008.15823301  49.96770013  008.15817761
111  49.96861833  008.15776051
111  49.97030241  008.15705344
112  49.97142963  008.15659569  49.97149644  008.15656452
112  49.97157665  008.15647057  49.97162475  008.15637708
111  49.97171528  008.15635353
111  49.97185639  008.15641087
111  49.97186761  008.15635602
112  49.97175697  008.15626627  49.97167039  008.15618650
111  49.97163351  008.15603442
111  49.97151422  008.15535117
111  49.97146968  008.15537194
112  49.97158548  008.15604540  49.97164673  008.15638473
111  49.97145729  008.15649948
112  49.96905003  008.15746724  49.96893913  008.15750047
111  49.96891909  008.15735090
111  49.96855519  008.15524729
111  49.96851288  008.15519190
111  49.96884552  008.15716552
112  49.96888115  008.15740269  49.96888672  008.15748233
111  49.96886000  008.15753253
112  49.96759485  008.15814564  49.96740109  008.15823219
111  49.96735782  008.15802327
112  49.96713555  008.15667309  49.96706981  008.15623436
111  49.96679935  008.15610639
111  49.96520529  008.15541207
112  49.96513794  008.15530738  49.96509946  008.15526251
112  49.96491186  008.15516529  49.96490705  008.15516280
112  49.96459143  008.15501294  49.96449121  008.15495270
112  49.96443509  008.15471382  49.96440035  008.15459542
111  49.96441090  008.15449189
112  49.96434607  008.15392665  49.96434329  008.15388915
111  49.96431413  008.15378823
112  49.96422665  008.15246401  49.96423466  008.15231695
112  49.96428758  008.15166886  49.96430041  008.15141960
111  49.96419352  008.15090224
111  49.96403798  008.15008965
112  49.96390276  008.14918605  49.96386620  008.14899462
112  49.96378538  008.14857282  49.96377095  008.14849555
112  49.96368276  008.14831858  49.96363305  008.14822137
112  49.96355929  008.14784498  49.96353684  008.14770540
112  49.96344730  008.14730635  49.96342325  008.14725400
112  49.96325809  008.14674053  49.96320357  008.14660593
112  49.96298426  008.14592759  49.96290088  008.14567086
112  49.96263233  008.14487876  49.96250726  008.14452482
112  49.96248321  008.14423368  49.96246782  008.14402431
112  49.96259354  008.14343681  49.96264365  008.14330006
112  49.96288098  008.14279861  49.96294501  008.14266013
111  49.96311609  008.14234070
112  49.96347842  008.14188136  49.96364656  008.14171519
111  49.96393482  008.14157067
111  49.96441210  008.14136443
111  49.96463093  008.14127757
112  49.96525986  008.14102126  49.96535072  008.14098594
112  49.96551819  008.14093219  49.96554557  008.14091967
112  49.96557940  008.14096141  49.96559605  008.14095140
111  49.96559068  008.14089630
111  49.96557457  008.14080864
111  49.96556383  008.14079362
113  49.96549510  008.14057990
110 2 0.00 0.0000 New Taxiway 49
111  49.97089124  008.14961545
111  49.97110673  008.15080665
111  49.97120087  008.15076376
111  49.97121106  008.15081566
111  49.97230843  008.15021040
111  49.97212199  008.14940640
111  49.97196585  008.14949326
111  49.97185710  008.14898054
113  49.97159571  008.14912370
110 2 0.00 0.0000 New Taxiway 51
111  49.97160739  008.14845962
111  49.97167545  008.14842306
112  49.97166555  008.14829221  49.97166308  008.14823449
111  49.97169402  008.14816137
111  49.97161234  008.14778807
111  49.97167669  008.14775536
111  49.97163956  008.14758410
112  49.97153560  008.14765722  49.97149229  008.14768031
113  49.97141061  008.14765145
110 2 0.00 0.0000 New Taxiway 48
111  49.97116177  008.14734152
111  49.97113587  008.14722659
111  49.97051976  008.14756841
113  49.97052724  008.14762077
110 2 0.00 0.0000 New Taxiway 37
111  49.97588939  008.14605748
112  49.97589283  008.14600269  49.97587736  008.14597997
111  49.97581892  008.14591315
112  49.97579657  008.14592117  49.97578110  008.14594923
111  49.97561781  008.14622987
112  49.97562554  008.14627531  49.97564015  008.14629268
111  49.97570977  008.14638623
114  49.97574243  008.14637687  49.97575360  008.14634480
110 2 0.00 0.0000 New Taxiway 29
111  49.97162117  008.14218148
111  49.97157481  008.14220574
111  49.97158889  008.14227076
113  49.97163525  008.14224649
110 2 0.00 0.0000 New Taxiway 29
111  49.97154685  008.14185779
111  49.97150049  008.14188205
111  49.97151456  008.14194707
113  49.97156092  008.14192281
110 2 0.00 0.0000 New Taxiway 29
111  49.97147202  008.14154272
111  49.97142566  008.14156698
111  49.97143974  008.14163200
113  49.97148610  008.14160774
110 2 0.00 0.0000 New Taxiway 29
111  49.97139791  008.14121716
111  49.97135155  008.14124142
111  49.97136563  008.14130644
113  49.97141199  008.14128218
110 2 0.00 0.0000 New Taxiway 10
111  49.97151657  008.14409065
111  49.97138477  008.14416709
111  49.97139944  008.14422824
113  49.97153124  008.14415180
110 2 0.00 0.0000 New Taxiway 12
111  49.97308106  008.14447019
111  49.97327008  008.14498231
111  49.97322281  008.14500570
111  49.97320282  008.14519802
111  49.97341263  008.14585327
111  49.97387421  008.14560388
112  49.97386351  008.14549304  49.97387064  008.14547919
111  49.97390807  008.14545702
111  49.97391876  008.14545979
111  49.97393123  008.14552629
111  49.97398292  008.14549027
112  49.97398648  008.14544594  49.97399183  008.14544039
112  49.97403460  008.14542931  49.97405955  008.14541268
112  49.97409876  008.14540714  49.97412371  008.14540714
112  49.97415579  008.14540160  49.97416826  008.14539606
111  49.97420409  008.14538134
111  49.97429577  008.14532677
113  49.97397036  008.14398643
110 2 0.00 0.0000 New Taxiway 40
111  49.97433424  008.14473383
112  49.97442792  008.14487682  49.97447777  008.14489687
112  49.97450871  008.14492627  49.97451902  008.14494765
111  49.97453793  008.14499576
111  49.97460153  008.14496235
112  49.97459200  008.14507747  49.97457097  008.14514290
111  49.97450909  008.14525644
111  49.97483705  008.14506400
112  49.97472814  008.14503321  49.97469473  008.14498510
111  49.97467121  008.14491775
111  49.97472938  008.14488889
111  49.97471329  008.14479075
111  49.97486304  008.14470608
111  49.97481601  008.14449055
111  49.97469473  008.14454828
113  49.97468730  008.14451172
110 2 0.00 0.0000 New Taxiway 24
111  49.97203292  008.14682060
111  49.97204073  008.14697293
111  49.97232017  008.14809019
111  49.97236991  008.14805926
113  49.97206125  008.14674240
110 2 0.00 0.0000 New Taxiway 81
111  49.97145091  008.14101077
111  49.97132976  008.14104984
111  49.97134007  008.14109693
111  49.97140580  008.14107589
112  49.97143390  008.14109180  49.97144503  008.14109757
113  49.97146637  008.14109180
110 2 0.00 0.0000 New Taxiway 104
111  49.96687392  008.15465168
111  49.96683402  008.15467476
111  49.96687894  008.15486244
113  49.96691884  008.15483935
110 2 0.00 0.0000 New Taxiway 104
111  49.96708642  008.15551003
111  49.96704651  008.15553311
111  49.96709143  008.15572078
113  49.96713133  008.15569770
110 2 0.00 0.0000 New Taxiway 104
111  49.96698342  008.15510322
111  49.96694351  008.15512630
111  49.96698843  008.15531397
113  49.96702833  008.15529089
110 2 0.00 0.0000 New Taxiway 103
111  49.96758722  008.15716835
111  49.96757794  008.15710343
111  49.96745173  008.15714703
113  49.96746101  008.15721195
110 2 0.00 0.0000 New Taxiway 103
111  49.96751337  008.15647390
111  49.96750409  008.15640898
111  49.96737789  008.15645258
113  49.96738717  008.15651750
110 2 0.00 0.0000 New Taxiway 98
111  49.96249630  008.14440043
111  49.96252192  008.14447139
111  49.96275018  008.14424810
111  49.96269451  008.14408193
111  49.96258427  008.14415636
111  49.96262324  008.14424983
113  49.96248517  008.14436754
110 2 0.00 0.0000 New Taxiway 106
111  49.96998938  008.13927361
111  49.96992761  008.13923463
111  49.96988835  008.13937118
113  49.96995012  008.13941016
110 4 0.00 0.0000 New Taxiway 16
111  49.97425183  008.14631435
112  49.97423893  008.14627827  49.97422174  008.14627559
112  49.97420885  008.14625421  49.97420284  008.14624486
112  49.97418908  008.14622348  49.97418393  008.14621412
112  49.97417705  008.14620610  49.97417190  008.14620076
112  49.97417190  008.14617537  49.97417190  008.14616468
112  49.97417190  008.14614597  49.97416932  008.14614196
112  49.97415385  008.14612192  49.97414783  008.14611791
112  49.97412721  008.14610855  49.97412721  008.14610721
112  49.97412463  008.14608583  49.97412463  008.14608183
111  49.97412463  008.14606713
112  49.97411689  008.14604307  49.97411259  008.14603372
112  49.97410486  008.14600565  49.97410142  008.14600164
112  49.97406704  008.14600966  49.97404126  008.14603505
112  49.97405501  008.14608984  49.97407478  008.14612592
112  49.97408939  008.14614864  49.97409369  008.14614330
112  49.97411088  008.14612726  49.97411775  008.14612058
112  49.97412549  008.14612325  49.97413150  008.14613261
112  49.97413838  008.14614196  49.97413838  008.14614730
112  49.97412806  008.14616201  49.97412549  008.14616735
112  49.97411603  008.14618339  49.97411517  008.14618740
112  49.97411088  008.14621011  49.97410916  008.14623550
112  49.97410228  008.14625822  49.97409540  008.14628361
112  49.97409111  008.14630232  49.97408853  008.14630900
112  49.97408337  008.14631969  49.97408337  008.14632504
112  49.97408337  008.14634375  49.97408337  008.14635444
112  49.97410400  008.14637181  49.97411431  008.14638116
112  49.97413494  008.14640522  49.97414353  008.14640522
112  49.97416760  008.14638918  49.97417447  008.14638918
112  49.97419510  008.14638651  49.97420284  008.14639319
112  49.97422260  008.14639319  49.97423120  008.14639586
112  49.97424409  008.14638517  49.97424753  008.14637983
114  49.97425784  008.14636379  49.97425784  008.14634508
110 4 0.00 0.0000 New Taxiway 22
112  49.97408373  008.14640820  49.97408373  008.14638886
112  49.97407254  008.14639080  49.97407047  008.14639402
112  49.97406301  008.14640820  49.97406218  008.14641851
112  49.97406384  008.14642882  49.97406881  008.14643269
114  49.97407793  008.14643269  49.97408042  008.14643269
110 4 0.00 0.0000 New Taxiway 21
112  49.97400913  008.14610659  49.97400706  008.14609757
112  49.97400125  008.14609693  49.97399794  008.14609886
112  49.97399628  008.14611110  49.97399752  008.14611948
113  49.97400664  008.14611755
110 4 0.00 0.0000 New Taxiway 20
111  49.97397473  008.14615879
111  49.97395566  008.14613688
111  49.97392748  008.14620777
113  49.97394488  008.14622453
110 4 0.00 0.0000 New Taxiway 19
112  49.97407586  008.14618457  49.97405265  008.14617297
112  49.97402944  008.14620713  49.97402322  008.14622260
112  49.97401700  008.14625997  49.97401534  008.14627028
112  49.97403275  008.14628060  49.97404228  008.14628060
112  49.97405306  008.14627415  49.97405803  008.14626835
114  49.97406425  008.14626191  49.97406798  008.14625611
110 4 0.00 0.0000 New Taxiway 18
111  49.97434151  008.14583202
112  49.97432718  008.14580418  49.97431644  008.14580418
112  49.97429615  008.14582645  49.97429376  008.14583758
112  49.97430928  008.14586171  49.97431883  008.14585986
114  49.97433733  008.14585429  49.97433912  008.14585151
110 4 0.00 0.0000 New Taxiway 17
112  49.97435973  008.14619105  49.97436346  008.14618074
112  49.97435475  008.14615110  49.97434729  008.14614078
112  49.97433237  008.14617687  49.97433154  008.14619492
114  49.97434315  008.14620523  49.97435144  008.14620781
110 4 0.00 0.0000 New Taxiway 15
112  49.97429738  008.14605510  49.97430511  008.14604307
112  49.97432488  008.14600699  49.97432488  008.14600298
112  49.97431800  008.14595888  49.97431199  008.14594552
112  49.97428964  008.14594418  49.97428191  008.14595888
112  49.97426987  008.14598160  49.97425440  008.14599897
112  49.97423722  008.14601100  49.97422948  008.14601902
112  49.97422174  008.14604574  49.97422174  008.14606044
112  49.97423378  008.14609652  49.97424581  008.14610588
112  49.97425956  008.14612325  49.97426472  008.14613528
114  49.97428534  008.14613929  49.97429394  008.14612058
110 4 0.00 0.0000 New Taxiway 14
111  49.97437816  008.14631301
111  49.97436184  008.14633038
112  49.97432488  008.14627158  49.97431543  008.14625822
112  49.97424581  008.14615131  49.97422432  008.14613261
112  49.97419768  008.14609251  49.97418479  008.14607113
111  49.97413064  008.14593216
111  49.97411689  008.14595754
112  49.97417791  008.14610588  49.97419596  008.14612726
112  49.97425698  008.14620477  49.97427159  008.14622481
111  49.97434379  008.14633573
111  49.97433090  008.14637047
111  49.97434551  008.14638384
112  49.97436699  008.14636112  49.97437215  008.14635711
113  49.97440137  008.14633573
110 4 0.00 0.0000 New Taxiway 32
111  49.97293955  008.14790451
112  49.97294127  008.14783102  49.97292580  008.14782033
112  49.97290001  008.14780429  49.97288970  008.14780964
112  49.97284329  008.14783636  49.97282352  008.14784572
112  49.97266968  008.14793792  49.97265765  008.14794327
112  49.97269804  008.14801409  49.97272039  008.14803814
112  49.97275133  008.14803814  49.97276078  008.14803146
112  49.97279000  008.14802879  49.97279516  008.14803013
112  49.97282094  008.14806220  49.97282094  008.14807823
112  49.97282094  008.14813703  49.97282094  008.14815440
112  49.97282696  008.14819583  49.97283383  008.14820919
112  49.97286907  008.14822523  49.97288626  008.14821587
113  49.97291290  008.14818914
110 4 0.00 0.0000 New Taxiway 33
112  49.97332454  008.14946491  49.97332454  008.14945529
112  49.97330351  008.14942065  49.97328989  008.14941873
112  49.97326761  008.14941488  49.97325029  008.14941488
112  49.97322801  008.14940718  49.97322058  008.14940718
112  49.97320450  008.14941103  49.97320078  008.14941873
112  49.97318593  008.14945529  49.97318346  008.14945721
112  49.97316242  008.14947646  49.97314633  008.14948800
112  49.97310549  008.14951494  49.97308569  008.14953033
112  49.97306960  008.14954381  49.97305598  008.14955920
112  49.97304361  008.14959576  49.97304113  008.14962078
112  49.97305598  008.14964002  49.97307084  008.14962462
112  49.97315004  008.14960923  49.97316489  008.14959961
112  49.97319336  008.14957652  49.97320078  008.14957267
112  49.97321935  008.14954958  49.97322554  008.14954188
112  49.97324162  008.14952841  49.97324781  008.14952841
112  49.97327009  008.14952841  49.97327875  008.14953803
112  49.97328618  008.14956497  49.97329361  008.14957652
112  49.97331341  008.14958037  49.97331836  008.14958037
114  49.97333568  008.14959191  49.97334187  008.14955150
110 4 0.00 0.0000 New Taxiway 36
112  49.97562871  008.14651151  49.97563516  008.14649369
112  49.97561797  008.14643801  49.97560436  008.14641796
112  49.97559577  008.14637787  49.97559720  008.14634223
112  49.97557714  008.14632219  49.97556210  008.14631105
112  49.97552701  008.14634892  49.97551125  008.14636785
112  49.97549263  008.14639792  49.97548833  008.14640683
112  49.97548833  008.14643467  49.97550051  008.14644914
112  49.97551627  008.14647253  49.97552271  008.14647365
112  49.97554133  008.14646919  49.97554420  008.14646919
112  49.97555423  008.14647030  49.97555709  008.14648367
112  49.97555996  008.14649926  49.97556354  008.14650706
112  49.97557643  008.14651930  49.97558144  008.14651930
114  49.97560006  008.14653044  49.97560293  008.14653267
110 2 0.00 0.0000 New Taxiway 30
111  49.97294499  008.14679525
111  49.97288311  008.14655632
111  49.97277764  008.14662235
111  49.97278870  008.14666504
111  49.97269757  008.14672210
111  49.97268322  008.14666671
111  49.97254017  008.14675628
111  49.97260228  008.14699611
111  49.97271264  008.14692701
111  49.97270001  008.14687823
111  49.97272498  008.14686260
111  49.97273149  008.14688776
111  49.97280490  008.14684180
113  49.97281408  008.14687721
110 4 0.00 0.0000 New Taxiway 46
111  49.97034505  008.14205777
112  49.97032571  008.14203995  49.97031926  008.14203216
112  49.97027629  008.14197091  49.97025480  008.14196201
112  49.97018247  008.14201434  49.97017101  008.14206222
112  49.97017101  008.14213349  49.97015955  008.14217024
113  49.97014809  008.14220587
110 4 0.00 0.0000 New Taxiway 11
111  49.97332490  008.14381005
112  49.97328710  008.14371802  49.97326124  008.14369173
112  49.97320354  008.14368013  49.97317370  008.14369559
112  49.97303693  008.14378917  49.97301753  008.14379690
112  49.97299167  008.14380618  49.97297475  008.14383093
112  49.97296680  008.14387114  49.97296978  008.14388506
112  49.97298470  008.14391599  49.97299167  008.14392991
112  49.97301803  008.14394538  49.97302996  008.14394693
112  49.97307920  008.14393687  49.97308666  008.14392914
112  49.97312596  008.14387887  49.97313690  008.14385954
112  49.97320156  008.14375127  49.97321299  008.14374045
112  49.97326273  008.14375746  49.97327715  008.14377370
113  49.97329854  008.14382706
110 4 0.00 0.0000 New Taxiway 79
111  49.97243934  008.14272488
112  49.97233378  008.14261892  49.97230972  008.14259399
112  49.97209192  008.14214732  49.97206653  008.14210993
112  49.97193547  008.14188821  49.97189698  008.14180594
112  49.97171419  008.14124750  49.97167891  008.14113531
112  49.97143886  008.14054671  49.97142443  008.14049935
112  49.97138755  008.14038716  49.97137632  008.14037220
112  49.97135067  008.14033979  49.97133463  008.14033979
112  49.97132181  008.14041459  49.97132501  008.14046943
112  49.97135067  008.14058411  49.97135548  008.14061403
112  49.97136991  008.14071375  49.97137312  008.14073369
112  49.97139236  008.14080848  49.97139556  008.14083341
112  49.97139556  008.14088327  49.97139877  008.14090820
112  49.97141160  008.14099546  49.97141801  008.14103784
112  49.97145852  008.14115071  49.97146162  008.14115913
111  49.97147244  008.14117957
111  49.97149796  008.14115192
112  49.97149719  008.14106535  49.97149951  008.14103890
112  49.97152116  008.14101005  49.97152502  008.14100524
112  49.97154900  008.14100403  49.97156137  008.14101125
112  49.97159539  008.14103048  49.97160390  008.14104251
112  49.97161395  008.14108098  49.97161550  008.14109300
112  49.97161472  008.14111224  49.97161163  008.14112547
112  49.97159849  008.14114350  49.97158689  008.14114230
112  49.97157838  008.14113628  49.97157451  008.14113749
112  49.97157065  008.14116514  49.97157065  008.14117957
112  49.97157529  008.14119880  49.97158147  008.14120602
112  49.97160777  008.14121323  49.97161936  008.14119640
112  49.97162555  008.14117957  49.97162710  008.14117837
112  49.97163638  008.14116995  49.97164488  008.14117356
112  49.97166499  008.14120722  49.97166731  008.14121684
112  49.97181098  008.14159618  49.97184662  008.14170352
112  49.97191558  008.14192502  49.97193506  008.14197263
111  49.97204827  008.14214864
112  49.97191279  008.14215585  49.97184969  008.14219048
112  49.97179958  008.14224097  49.97178195  008.14225685
111  49.97174577  008.14227560
111  49.97177175  008.14237371
112  49.97179587  008.14228858  49.97181721  008.14226694
112  49.97194341  008.14219769  49.97196754  008.14219769
112  49.97206033  008.14221645  49.97208167  008.14224242
111  49.97209188  008.14230590
111  49.97185746  008.14243724
111  49.97193398  008.14285564
112  49.97200450  008.14289748  49.97203605  008.14290613
113  49.97212792  008.14290613
110 3 0.00 0.0000 New Taxiway 95
111  49.96647638  008.15452643
111  49.96621662  008.15441924
111  49.96608305  008.15520158
113  49.96634281  008.15530877
110 3 0.00 0.0000 New Taxiway 82
111  49.97133138  008.14105052
112  49.97124831  008.14102832  49.97122697  008.14102544
112  49.97098586  008.14095678  49.97091441  008.14093659
112  49.97064349  008.14088683  49.97059895  008.14086952
112  49.97026929  008.14064066  49.97013121  008.14054025
112  49.96988519  008.14046707  49.96978832  008.14046707
111  49.96972596  008.14047053
111  49.96965803  008.14052247
112  49.96993085  008.14051381  49.96998652  008.14052420
112  49.97015800  008.14061941  49.97022927  008.14066789
112  49.97049867  008.14086313  49.97058960  008.14091362
112  49.97089589  008.14098309  49.97098776  008.14100473
112  49.97118648  008.14107450  49.97125330  008.14107796
113  49.97134015  008.14109354
110 3 0.00 0.0000 New Taxiway 25
111  49.97291877  008.14965466
111  49.97317866  008.14952535
111  49.97304519  008.14887680
113  49.97278529  008.14900611
110 3 0.00 0.0000 New Taxiway 43
111  49.97615048  008.14443931
112  49.97599991  008.14443770  49.97587924  008.14449543
111  49.97574516  008.14461731
111  49.97554611  008.14488192
111  49.97561569  008.14516509
111  49.97597509  008.14500113
111  49.97599291  008.14508658
111  49.97616964  008.14497111
111  49.97612509  008.14477021
111  49.97622757  008.14471940
113  49.97620529  008.14457392
110 3 0.00 0.0000 New Taxiway 13
111  49.97438013  008.14628788
112  49.97435785  008.14625324  49.97435785  008.14621167
112  49.97436825  008.14614240  49.97436825  008.14611238
112  49.97436974  008.14605234  49.97435637  008.14600154
112  49.97434894  008.14598306  49.97434449  008.14596690
112  49.97434300  008.14589070  49.97434597  008.14588377
112  49.97435191  008.14583759  49.97435191  008.14583066
112  49.97434003  008.14580757  49.97432964  008.14580295
112  49.97427914  008.14581911  49.97426281  008.14584913
112  49.97414251  008.14597845  49.97413360  008.14598537
112  49.97410093  008.14599923  49.97409201  008.14599923
112  49.97404301  008.14603849  49.97403707  008.14604310
112  49.97399994  008.14607312  49.97398360  008.14608467
112  49.97395687  008.14611238  49.97393014  008.14612854
112  49.97389895  008.14616549  49.97389895  008.14617011
112  49.97389895  008.14620244  49.97389895  008.14621398
112  49.97389895  008.14623246  49.97388558  008.14624400
112  49.97385737  008.14627402  49.97384845  008.14628788
112  49.97381875  008.14633175  49.97380390  008.14634792
112  49.97377271  008.14638255  49.97375489  008.14640796
112  49.97373558  008.14645414  49.97372964  008.14647723
112  49.97372964  008.14653496  49.97372964  008.14655112
112  49.97373855  008.14659731  49.97373855  008.14662502
112  49.97377123  008.14666196  49.97378162  008.14670353
112  49.97379499  008.14676819  49.97380093  008.14681437
112  49.97380390  008.14686979  49.97380836  008.14690905
112  49.97381578  008.14695061  49.97381578  008.14699911
112  49.97381578  008.14705453  49.97381578  008.14709147
112  49.97382766  008.14716998  49.97383657  008.14721617
112  49.97385737  008.14728544  49.97386925  008.14735472
112  49.97389895  008.14740090  49.97393459  008.14741476
112  49.97396726  008.14742861  49.97399697  008.14742861
112  49.97401776  008.14741014  49.97402964  008.14738243
112  49.97404152  008.14735703  49.97404746  008.14734779
112  49.97408459  008.14732239  49.97411578  008.14731777
112  49.97415291  008.14731315  49.97416924  008.14730854
112  49.97422568  008.14723002  49.97422865  008.14721386
112  49.97422865  008.14716075  49.97422271  008.14715151
112  49.97421380  008.14714920  49.97418706  008.14715382
112  49.97416330  008.14718615  49.97415885  008.14719539
